"","filename","operator","p","accept","reject","acceptFC","rejectFC","rejectIv","rejectOp"
"5482","article_0_0_1_0_1_176_2_1_1.xml.state","treeScaler.t",0.856832109329878,4070,34286,4043,33170,0,0
"5483","article_0_0_1_0_1_176_2_1_1.xml.state","treeRootScaler.t",0.853129862868365,4509,34158,4475,33082,135,135
"5484","article_0_0_1_0_1_176_2_1_1.xml.state","UniformOperator.t",NA,24009,359983,23258,349476,0,0
"5485","article_0_0_1_0_1_176_2_1_1.xml.state","SubtreeSlide.t",0.094965470091534,2537,189443,2526,183970,69142,69142
"5486","article_0_0_1_0_1_176_2_1_1.xml.state","narrow.t",NA,16,192635,0,187004,0,0
"5487","article_0_0_1_0_1_176_2_1_1.xml.state","wide.t",NA,2,38317,0,37261,20217,20217
"5488","article_0_0_1_0_1_176_2_1_1.xml.state","WilsonBalding.t",NA,1,38759,0,37647,12293,12293
"5489","article_0_0_1_0_1_176_2_1_1.xml.state","BirthRateScaler.t",0.242752955685434,11924,26841,10954,26620,0,0
"5490","article_0_0_1_0_1_176_2_1_1.xml.state","DeathRateScaler.t",0.171026478855622,12258,26253,11349,26089,10687,10687
"5491","article_0_0_1_0_1_176_2_1_2.xml.state","treeScaler.t",0.852273045076187,4054,34507,4037,33400,0,0
"5492","article_0_0_1_0_1_176_2_1_2.xml.state","treeRootScaler.t",0.846634608356535,4184,34391,4157,33269,151,151
"5493","article_0_0_1_0_1_176_2_1_2.xml.state","UniformOperator.t",NA,23975,360611,23294,350524,0,0
"5494","article_0_0_1_0_1_176_2_1_2.xml.state","SubtreeSlide.t",0.101613412399735,2408,189351,2398,183894,70777,70777
"5495","article_0_0_1_0_1_176_2_1_2.xml.state","narrow.t",NA,15,192248,0,186896,0,0
"5496","article_0_0_1_0_1_176_2_1_2.xml.state","wide.t",NA,0,38748,0,37657,20571,20571
"5497","article_0_0_1_0_1_176_2_1_2.xml.state","WilsonBalding.t",NA,2,38774,0,37690,12227,12227
"5498","article_0_0_1_0_1_176_2_1_2.xml.state","BirthRateScaler.t",0.248228088442213,11984,26352,11064,26141,0,0
"5499","article_0_0_1_0_1_176_2_1_2.xml.state","DeathRateScaler.t",0.172667065712076,12320,26077,11373,25893,10731,10731
"5500","article_0_0_1_0_1_176_2_2_1.xml.state","treeScaler.t",0.84905941267008,3891,34699,3853,33594,0,0
"5501","article_0_0_1_0_1_176_2_2_1.xml.state","treeRootScaler.t",0.848080254932478,4270,34088,4226,33012,128,128
"5502","article_0_0_1_0_1_176_2_2_1.xml.state","UniformOperator.t",NA,23866,360321,23110,350116,0,0
"5503","article_0_0_1_0_1_176_2_2_1.xml.state","SubtreeSlide.t",0.102503856006294,2484,189790,2471,184248,70897,70897
"5504","article_0_0_1_0_1_176_2_2_1.xml.state","narrow.t",NA,25,192470,0,186979,0,0
"5505","article_0_0_1_0_1_176_2_2_1.xml.state","wide.t",NA,0,38649,0,37562,20357,20357
"5506","article_0_0_1_0_1_176_2_2_1.xml.state","WilsonBalding.t",NA,3,38634,0,37535,12220,12220
"5507","article_0_0_1_0_1_176_2_2_1.xml.state","BirthRateScaler.t",0.249994647068077,12079,26323,11169,26148,0,0
"5508","article_0_0_1_0_1_176_2_2_1.xml.state","DeathRateScaler.t",0.187212327347567,13073,25336,12234,25077,10041,10041
"5509","article_0_0_1_0_1_176_2_2_2.xml.state","treeScaler.t",0.849692631804885,3897,34573,3866,33446,0,0
"5510","article_0_0_1_0_1_176_2_2_2.xml.state","treeRootScaler.t",0.849014080333387,4097,34162,4061,33106,126,126
"5511","article_0_0_1_0_1_176_2_2_2.xml.state","UniformOperator.t",NA,23629,360800,22904,350471,0,0
"5512","article_0_0_1_0_1_176_2_2_2.xml.state","SubtreeSlide.t",0.0904245347643104,2757,189807,2745,184257,67646,67646
"5513","article_0_0_1_0_1_176_2_2_2.xml.state","narrow.t",NA,23,192295,0,186654,0,0
"5514","article_0_0_1_0_1_176_2_2_2.xml.state","wide.t",NA,2,38496,0,37372,20292,20292
"5515","article_0_0_1_0_1_176_2_2_2.xml.state","WilsonBalding.t",NA,2,38436,0,37361,12065,12065
"5516","article_0_0_1_0_1_176_2_2_2.xml.state","BirthRateScaler.t",0.252858793169453,12111,26413,11225,26189,0,0
"5517","article_0_0_1_0_1_176_2_2_2.xml.state","DeathRateScaler.t",0.181125282427186,12878,25623,11997,25426,10436,10436
"5518","article_0_0_1_0_1_177_1_1_1.xml.state","treeScaler.t",0.88514595810344,2399,35840,2378,34693,0,0
"5519","article_0_0_1_0_1_177_1_1_1.xml.state","treeRootScaler.t",0.821944050399615,1945,36327,1910,35299,13858,13858
"5520","article_0_0_1_0_1_177_1_1_1.xml.state","UniformOperator.t",NA,32504,352514,31124,342751,0,0
"5521","article_0_0_1_0_1_177_1_1_1.xml.state","SubtreeSlide.t",0.106074092093578,1841,189926,1815,184433,73751,73751
"5522","article_0_0_1_0_1_177_1_1_1.xml.state","narrow.t",NA,9388,183254,9056,178067,0,0
"5523","article_0_0_1_0_1_177_1_1_1.xml.state","wide.t",NA,23,38216,19,37131,19449,19449
"5524","article_0_0_1_0_1_177_1_1_1.xml.state","WilsonBalding.t",NA,32,38573,17,37431,3801,3801
"5525","article_0_0_1_0_1_177_1_1_1.xml.state","BirthRateScaler.t",0.433908547147158,11299,27665,10568,27275,0,0
"5526","article_0_0_1_0_1_177_1_1_1.xml.state","DeathRateScaler.t",0.17029556478288,12422,25833,11503,25623,2256,2256
"5527","article_0_0_1_0_1_177_1_1_2.xml.state","treeScaler.t",0.887566707403654,2522,36070,2495,34992,0,0
"5528","article_0_0_1_0_1_177_1_1_2.xml.state","treeRootScaler.t",0.853484306566019,2442,35993,2416,34921,14008,14008
"5529","article_0_0_1_0_1_177_1_1_2.xml.state","UniformOperator.t",NA,31381,352409,30111,342974,0,0
"5530","article_0_0_1_0_1_177_1_1_2.xml.state","SubtreeSlide.t",0.110194727090641,1792,190929,1769,185331,75455,75455
"5531","article_0_0_1_0_1_177_1_1_2.xml.state","narrow.t",NA,10048,182458,9615,177480,0,0
"5532","article_0_0_1_0_1_177_1_1_2.xml.state","wide.t",NA,41,38689,29,37624,19417,19417
"5533","article_0_0_1_0_1_177_1_1_2.xml.state","WilsonBalding.t",NA,46,38404,29,37330,3760,3760
"5534","article_0_0_1_0_1_177_1_1_2.xml.state","BirthRateScaler.t",0.429224989005507,10876,27527,10163,27152,0,0
"5535","article_0_0_1_0_1_177_1_1_2.xml.state","DeathRateScaler.t",0.180429708755347,13070,25304,12163,25122,2104,2104
"5536","article_0_0_1_0_1_177_1_2_1.xml.state","treeScaler.t",0.882758806706442,2464,36059,2437,34986,0,0
"5537","article_0_0_1_0_1_177_1_2_1.xml.state","treeRootScaler.t",0.85525269822043,2679,35930,2646,34860,12554,12554
"5538","article_0_0_1_0_1_177_1_2_1.xml.state","UniformOperator.t",NA,32269,352304,30857,342419,0,0
"5539","article_0_0_1_0_1_177_1_2_1.xml.state","SubtreeSlide.t",0.138248114022238,1417,191219,1391,185620,78823,78823
"5540","article_0_0_1_0_1_177_1_2_1.xml.state","narrow.t",NA,4636,187756,4376,182359,0,0
"5541","article_0_0_1_0_1_177_1_2_1.xml.state","wide.t",NA,23,38423,14,37292,19445,19445
"5542","article_0_0_1_0_1_177_1_2_1.xml.state","WilsonBalding.t",NA,17,38332,3,37190,3803,3803
"5543","article_0_0_1_0_1_177_1_2_1.xml.state","BirthRateScaler.t",0.418149735843544,10530,28036,9822,27661,0,0
"5544","article_0_0_1_0_1_177_1_2_1.xml.state","DeathRateScaler.t",0.167947795136892,11904,26003,11017,25799,2510,2510
"5545","article_0_0_1_0_1_177_1_2_2.xml.state","treeScaler.t",0.885722894407183,2449,36059,2424,34974,0,0
"5546","article_0_0_1_0_1_177_1_2_2.xml.state","treeRootScaler.t",0.842084839491314,2305,36046,2264,34996,12670,12670
"5547","article_0_0_1_0_1_177_1_2_2.xml.state","UniformOperator.t",NA,32747,351836,31314,342090,0,0
"5548","article_0_0_1_0_1_177_1_2_2.xml.state","SubtreeSlide.t",0.0954760427070005,2032,190184,2008,184594,71996,71996
"5549","article_0_0_1_0_1_177_1_2_2.xml.state","narrow.t",NA,4927,187533,4557,182258,0,0
"5550","article_0_0_1_0_1_177_1_2_2.xml.state","wide.t",NA,31,38488,18,37389,19439,19439
"5551","article_0_0_1_0_1_177_1_2_2.xml.state","WilsonBalding.t",NA,23,38444,4,37379,3809,3809
"5552","article_0_0_1_0_1_177_1_2_2.xml.state","BirthRateScaler.t",0.434900147372596,11206,27133,10473,26768,0,0
"5553","article_0_0_1_0_1_177_1_2_2.xml.state","DeathRateScaler.t",0.179872632152006,13041,25517,12140,25330,2078,2078
"5554","article_0_0_1_0_1_177_2_1_1.xml.state","treeScaler.t",0.88161170775453,2402,36111,2372,35022,0,0
"5555","article_0_0_1_0_1_177_2_1_1.xml.state","treeRootScaler.t",0.841927560130108,2291,36281,2259,35194,12307,12307
"5556","article_0_0_1_0_1_177_2_1_1.xml.state","UniformOperator.t",NA,30199,354061,28788,344331,0,0
"5557","article_0_0_1_0_1_177_2_1_1.xml.state","SubtreeSlide.t",0.111419574998398,1799,190993,1771,185430,75573,75573
"5558","article_0_0_1_0_1_177_2_1_1.xml.state","narrow.t",NA,5575,186514,5222,181307,0,0
"5559","article_0_0_1_0_1_177_2_1_1.xml.state","wide.t",NA,24,38148,15,37068,19235,19235
"5560","article_0_0_1_0_1_177_2_1_1.xml.state","WilsonBalding.t",NA,33,38692,14,37548,3765,3765
"5561","article_0_0_1_0_1_177_2_1_1.xml.state","BirthRateScaler.t",0.410248260968927,10358,28149,9624,27766,0,0
"5562","article_0_0_1_0_1_177_2_1_1.xml.state","DeathRateScaler.t",0.173302903831021,12722,25649,11853,25463,2354,2354
"5563","article_0_0_1_0_1_177_2_1_2.xml.state","treeScaler.t",0.884835327810179,2428,35950,2398,34887,0,0
"5564","article_0_0_1_0_1_177_2_1_2.xml.state","treeRootScaler.t",0.850981224988473,2401,35774,2372,34680,11849,11849
"5565","article_0_0_1_0_1_177_2_1_2.xml.state","UniformOperator.t",NA,29878,355821,28527,345845,0,0
"5566","article_0_0_1_0_1_177_2_1_2.xml.state","SubtreeSlide.t",0.0905495862650338,2081,189835,2056,184367,70989,70989
"5567","article_0_0_1_0_1_177_2_1_2.xml.state","narrow.t",NA,5719,186056,5400,180735,0,0
"5568","article_0_0_1_0_1_177_2_1_2.xml.state","wide.t",NA,20,38569,11,37526,19438,19438
"5569","article_0_0_1_0_1_177_2_1_2.xml.state","WilsonBalding.t",NA,31,38513,6,37382,3801,3801
"5570","article_0_0_1_0_1_177_2_1_2.xml.state","BirthRateScaler.t",0.408455684047594,9992,28393,9243,27990,0,0
"5571","article_0_0_1_0_1_177_2_1_2.xml.state","DeathRateScaler.t",0.177636476810039,13061,25479,12138,25262,2325,2325
"5572","article_0_0_1_0_1_177_2_2_1.xml.state","treeScaler.t",0.882183659882714,2417,36328,2390,35200,0,0
"5573","article_0_0_1_0_1_177_2_2_1.xml.state","treeRootScaler.t",0.859437927831149,2375,36149,2349,35134,14522,14522
"5574","article_0_0_1_0_1_177_2_2_1.xml.state","UniformOperator.t",NA,31263,353232,29995,343590,0,0
"5575","article_0_0_1_0_1_177_2_2_1.xml.state","SubtreeSlide.t",0.0968796258063629,1940,190621,1921,185010,72806,72806
"5576","article_0_0_1_0_1_177_2_2_1.xml.state","narrow.t",NA,1892,190201,1627,184996,0,0
"5577","article_0_0_1_0_1_177_2_2_1.xml.state","wide.t",NA,16,38352,9,37239,19518,19518
"5578","article_0_0_1_0_1_177_2_2_1.xml.state","WilsonBalding.t",NA,25,38494,7,37488,3733,3733
"5579","article_0_0_1_0_1_177_2_2_1.xml.state","BirthRateScaler.t",0.431917542605538,11114,27167,10352,26791,0,0
"5580","article_0_0_1_0_1_177_2_2_1.xml.state","DeathRateScaler.t",0.16942749804841,12192,26223,11367,26012,2691,2691
"5581","article_0_0_1_0_1_177_2_2_2.xml.state","treeScaler.t",0.883799808301337,2371,36290,2348,35169,0,0
"5582","article_0_0_1_0_1_177_2_2_2.xml.state","treeRootScaler.t",0.851910765295953,2327,36289,2301,35182,14641,14641
"5583","article_0_0_1_0_1_177_2_2_2.xml.state","UniformOperator.t",NA,30960,353836,29683,343989,0,0
"5584","article_0_0_1_0_1_177_2_2_2.xml.state","SubtreeSlide.t",0.108951496018592,1710,190304,1685,184774,74948,74948
"5585","article_0_0_1_0_1_177_2_2_2.xml.state","narrow.t",NA,2053,190053,1705,184752,0,0
"5586","article_0_0_1_0_1_177_2_2_2.xml.state","wide.t",NA,16,38515,5,37377,19530,19530
"5587","article_0_0_1_0_1_177_2_2_2.xml.state","WilsonBalding.t",NA,37,38800,9,37709,3910,3910
"5588","article_0_0_1_0_1_177_2_2_2.xml.state","BirthRateScaler.t",0.423175856410771,10785,27732,10038,27403,0,0
"5589","article_0_0_1_0_1_177_2_2_2.xml.state","DeathRateScaler.t",0.187009076120469,13056,24867,12242,24588,2042,2042
"5590","article_0_0_1_0_1_178_1_1_1.xml.state","treeScaler.t",0.848564519061452,3774,34631,3740,33577,0,0
"5591","article_0_0_1_0_1_178_1_1_1.xml.state","treeRootScaler.t",0.833319596149337,4722,33962,4685,32852,611,611
"5592","article_0_0_1_0_1_178_1_1_1.xml.state","UniformOperator.t",NA,23594,361309,22857,350966,0,0
"5593","article_0_0_1_0_1_178_1_1_1.xml.state","SubtreeSlide.t",0.141553898303566,1750,190556,1737,185043,76132,76132
"5594","article_0_0_1_0_1_178_1_1_1.xml.state","narrow.t",NA,15,191586,0,186110,0,0
"5595","article_0_0_1_0_1_178_1_1_1.xml.state","wide.t",NA,2,38173,0,37074,20194,20194
"5596","article_0_0_1_0_1_178_1_1_1.xml.state","WilsonBalding.t",NA,1,38497,0,37425,12972,12972
"5597","article_0_0_1_0_1_178_1_1_1.xml.state","BirthRateScaler.t",0.247598867344472,11998,26809,11102,26563,0,0
"5598","article_0_0_1_0_1_178_1_1_1.xml.state","DeathRateScaler.t",0.180854005220757,12948,25674,12071,25454,10613,10613
"5599","article_0_0_1_0_1_178_1_1_2.xml.state","treeScaler.t",0.815779384792709,3014,35313,2976,34221,0,0
"5600","article_0_0_1_0_1_178_1_1_2.xml.state","treeRootScaler.t",0.829819452153099,4726,33509,4688,32480,669,669
"5601","article_0_0_1_0_1_178_1_1_2.xml.state","UniformOperator.t",NA,23366,361895,22655,351577,0,0
"5602","article_0_0_1_0_1_178_1_1_2.xml.state","SubtreeSlide.t",0.1162537335777,2186,189466,2170,183895,72673,72673
"5603","article_0_0_1_0_1_178_1_1_2.xml.state","narrow.t",NA,14,192504,0,187015,0,0
"5604","article_0_0_1_0_1_178_1_1_2.xml.state","wide.t",NA,2,38357,0,37261,20282,20282
"5605","article_0_0_1_0_1_178_1_1_2.xml.state","WilsonBalding.t",NA,1,38581,0,37450,13081,13081
"5606","article_0_0_1_0_1_178_1_1_2.xml.state","BirthRateScaler.t",0.268656715230232,13340,25105,12478,24888,0,0
"5607","article_0_0_1_0_1_178_1_1_2.xml.state","DeathRateScaler.t",0.162278634796066,11524,27098,10561,26923,12680,12680
"5608","article_0_0_1_0_1_178_1_2_1.xml.state","treeScaler.t",0.825111472535581,1864,21096,1834,19933,0,0
"5609","article_0_0_1_0_1_178_1_2_1.xml.state","treeRootScaler.t",0.824779848755049,2601,20031,2564,18988,633,633
"5610","article_0_0_1_0_1_178_1_2_1.xml.state","UniformOperator.t",NA,13787,212796,13029,202306,0,0
"5611","article_0_0_1_0_1_178_1_2_1.xml.state","SubtreeSlide.t",0.127862780145224,1137,112025,1120,106504,44427,44427
"5612","article_0_0_1_0_1_178_1_2_1.xml.state","narrow.t",NA,18,113430,0,107904,0,0
"5613","article_0_0_1_0_1_178_1_2_1.xml.state","wide.t",NA,2,22970,0,21764,12145,12145
"5614","article_0_0_1_0_1_178_1_2_1.xml.state","WilsonBalding.t",NA,4,22757,0,21626,7719,7719
"5615","article_0_0_1_0_1_178_1_2_1.xml.state","BirthRateScaler.t",0.262150507305806,7699,14954,6807,14741,0,0
"5616","article_0_0_1_0_1_178_1_2_1.xml.state","DeathRateScaler.t",0.176423504703525,7920,14909,6984,14760,5888,5888
"5617","article_0_0_1_0_1_178_1_2_2.xml.state","treeScaler.t",0.856873199587756,4085,34488,4058,33354,0,0
"5618","article_0_0_1_0_1_178_1_2_2.xml.state","treeRootScaler.t",0.815035991172192,4157,34233,4108,33175,1364,1364
"5619","article_0_0_1_0_1_178_1_2_2.xml.state","UniformOperator.t",NA,23249,361378,22547,351101,0,0
"5620","article_0_0_1_0_1_178_1_2_2.xml.state","SubtreeSlide.t",0.0938913549835906,2793,189015,2781,183522,67861,67861
"5621","article_0_0_1_0_1_178_1_2_2.xml.state","narrow.t",NA,20,192412,0,186857,0,0
"5622","article_0_0_1_0_1_178_1_2_2.xml.state","wide.t",NA,2,38477,0,37372,20421,20421
"5623","article_0_0_1_0_1_178_1_2_2.xml.state","WilsonBalding.t",NA,0,38490,0,37397,13061,13061
"5624","article_0_0_1_0_1_178_1_2_2.xml.state","BirthRateScaler.t",0.251981246164031,12421,26385,11484,26192,0,0
"5625","article_0_0_1_0_1_178_1_2_2.xml.state","DeathRateScaler.t",0.174094883538502,12048,26348,11161,26136,11813,11813
"5626","article_0_0_1_0_1_178_2_1_1.xml.state","treeScaler.t",0.84111947788139,3590,34844,3556,33793,0,0
"5627","article_0_0_1_0_1_178_2_1_1.xml.state","treeRootScaler.t",0.824534478171987,4520,34021,4476,32947,492,492
"5628","article_0_0_1_0_1_178_2_1_1.xml.state","UniformOperator.t",NA,22220,361873,21565,351533,0,0
"5629","article_0_0_1_0_1_178_2_1_1.xml.state","SubtreeSlide.t",0.105800888610282,2147,190851,2133,185305,70866,70866
"5630","article_0_0_1_0_1_178_2_1_1.xml.state","narrow.t",NA,22,192132,0,186606,0,0
"5631","article_0_0_1_0_1_178_2_1_1.xml.state","wide.t",NA,0,38407,0,37363,20347,20347
"5632","article_0_0_1_0_1_178_2_1_1.xml.state","WilsonBalding.t",NA,2,38435,0,37309,13098,13098
"5633","article_0_0_1_0_1_178_2_1_1.xml.state","BirthRateScaler.t",0.241805076349044,11711,26789,10818,26570,0,0
"5634","article_0_0_1_0_1_178_2_1_1.xml.state","DeathRateScaler.t",0.167249398497049,11871,26566,10912,26399,11206,11206
"5635","article_0_0_1_0_1_178_2_1_2.xml.state","treeScaler.t",0.858861244651077,4008,34669,3982,33542,0,0
"5636","article_0_0_1_0_1_178_2_1_2.xml.state","treeRootScaler.t",0.823611160984677,4384,34135,4342,33073,517,517
"5637","article_0_0_1_0_1_178_2_1_2.xml.state","UniformOperator.t",NA,22323,362482,21590,352144,0,0
"5638","article_0_0_1_0_1_178_2_1_2.xml.state","SubtreeSlide.t",0.121792930978964,1882,190440,1874,184934,73467,73467
"5639","article_0_0_1_0_1_178_2_1_2.xml.state","narrow.t",NA,35,191762,0,186247,0,0
"5640","article_0_0_1_0_1_178_2_1_2.xml.state","wide.t",NA,1,38539,0,37465,20300,20300
"5641","article_0_0_1_0_1_178_2_1_2.xml.state","WilsonBalding.t",NA,0,38424,0,37362,13039,13039
"5642","article_0_0_1_0_1_178_2_1_2.xml.state","BirthRateScaler.t",0.250178813826089,11763,26465,10878,26241,0,0
"5643","article_0_0_1_0_1_178_2_1_2.xml.state","DeathRateScaler.t",0.191788522944208,13778,24911,12861,24707,9298,9298
"5644","article_0_0_1_0_1_178_2_2_1.xml.state","treeScaler.t",0.856825961326526,4026,34458,3995,33362,0,0
"5645","article_0_0_1_0_1_178_2_2_1.xml.state","treeRootScaler.t",0.830582653256662,4663,33650,4638,32592,561,561
"5646","article_0_0_1_0_1_178_2_2_1.xml.state","UniformOperator.t",NA,22072,362481,21398,352260,0,0
"5647","article_0_0_1_0_1_178_2_2_1.xml.state","SubtreeSlide.t",0.143714546413395,1632,190472,1620,184938,76702,76702
"5648","article_0_0_1_0_1_178_2_2_1.xml.state","narrow.t",NA,23,192440,0,186940,0,0
"5649","article_0_0_1_0_1_178_2_2_1.xml.state","wide.t",NA,1,38579,0,37497,20481,20481
"5650","article_0_0_1_0_1_178_2_2_1.xml.state","WilsonBalding.t",NA,2,38597,0,37452,13116,13116
"5651","article_0_0_1_0_1_178_2_2_1.xml.state","BirthRateScaler.t",0.244503623655527,11901,26426,10982,26221,0,0
"5652","article_0_0_1_0_1_178_2_2_1.xml.state","DeathRateScaler.t",0.165669345000773,11910,26668,11007,26450,11569,11569
"5653","article_0_0_1_0_1_178_2_2_2.xml.state","treeScaler.t",0.857222967976539,4028,34167,3998,33099,0,0
"5654","article_0_0_1_0_1_178_2_2_2.xml.state","treeRootScaler.t",0.825511551195809,4474,33869,4432,32799,658,658
"5655","article_0_0_1_0_1_178_2_2_2.xml.state","UniformOperator.t",NA,21892,362129,21235,351688,0,0
"5656","article_0_0_1_0_1_178_2_2_2.xml.state","SubtreeSlide.t",0.0880717986318257,2590,190369,2582,184845,66683,66683
"5657","article_0_0_1_0_1_178_2_2_2.xml.state","narrow.t",NA,20,192092,0,186654,0,0
"5658","article_0_0_1_0_1_178_2_2_2.xml.state","wide.t",NA,2,38621,0,37492,20337,20337
"5659","article_0_0_1_0_1_178_2_2_2.xml.state","WilsonBalding.t",NA,4,38301,0,37165,12936,12936
"5660","article_0_0_1_0_1_178_2_2_2.xml.state","BirthRateScaler.t",0.248337228278305,11910,26945,11046,26705,0,0
"5661","article_0_0_1_0_1_178_2_2_2.xml.state","DeathRateScaler.t",0.190573286633645,13712,24876,12767,24665,9130,9130
"5662","article_0_0_1_0_1_179_1_1_1.xml.state","treeScaler.t",0.835437830356399,3386,35207,3353,34144,0,0
"5663","article_0_0_1_0_1_179_1_1_1.xml.state","treeRootScaler.t",0.839675922309072,4117,34512,4080,33393,353,353
"5664","article_0_0_1_0_1_179_1_1_1.xml.state","UniformOperator.t",NA,27206,357107,26382,346940,0,0
"5665","article_0_0_1_0_1_179_1_1_1.xml.state","SubtreeSlide.t",0.0928284556118908,2264,190556,2257,184985,65719,65719
"5666","article_0_0_1_0_1_179_1_1_1.xml.state","narrow.t",NA,12538,179741,12083,174672,0,0
"5667","article_0_0_1_0_1_179_1_1_1.xml.state","wide.t",NA,255,38012,250,36979,20254,20254
"5668","article_0_0_1_0_1_179_1_1_1.xml.state","WilsonBalding.t",NA,11,38311,7,37201,12594,12594
"5669","article_0_0_1_0_1_179_1_1_1.xml.state","BirthRateScaler.t",0.244787059729634,11890,26404,11047,26167,0,0
"5670","article_0_0_1_0_1_179_1_1_1.xml.state","DeathRateScaler.t",0.191052779928725,13715,24769,12874,24519,8730,8730
"5671","article_0_0_1_0_1_179_1_1_2.xml.state","treeScaler.t",0.851818017151755,3666,34838,3631,33731,0,0
"5672","article_0_0_1_0_1_179_1_1_2.xml.state","treeRootScaler.t",0.847157030174237,4063,34112,4027,33053,306,306
"5673","article_0_0_1_0_1_179_1_1_2.xml.state","UniformOperator.t",NA,27299,357770,26433,347631,0,0
"5674","article_0_0_1_0_1_179_1_1_2.xml.state","SubtreeSlide.t",0.102831115110816,2049,190416,2043,184935,67783,67783
"5675","article_0_0_1_0_1_179_1_1_2.xml.state","narrow.t",NA,12754,179522,12414,174222,0,0
"5676","article_0_0_1_0_1_179_1_1_2.xml.state","wide.t",NA,260,38144,255,37014,20437,20437
"5677","article_0_0_1_0_1_179_1_1_2.xml.state","WilsonBalding.t",NA,9,38188,8,37164,12742,12742
"5678","article_0_0_1_0_1_179_1_1_2.xml.state","BirthRateScaler.t",0.250737819502279,12336,26206,11324,26011,0,0
"5679","article_0_0_1_0_1_179_1_1_2.xml.state","DeathRateScaler.t",0.151649333907257,10960,27409,10042,27258,11898,11898
"5680","article_0_0_1_0_1_179_1_2_1.xml.state","treeScaler.t",0.851024236527576,3759,34809,3721,33728,0,0
"5681","article_0_0_1_0_1_179_1_2_1.xml.state","treeRootScaler.t",0.840716082983872,4099,34592,4067,33506,354,354
"5682","article_0_0_1_0_1_179_1_2_1.xml.state","UniformOperator.t",NA,28568,355803,27741,345452,0,0
"5683","article_0_0_1_0_1_179_1_2_1.xml.state","SubtreeSlide.t",0.0900355124935912,2474,189358,2468,183815,65066,65066
"5684","article_0_0_1_0_1_179_1_2_1.xml.state","narrow.t",NA,1021,191618,944,186176,0,0
"5685","article_0_0_1_0_1_179_1_2_1.xml.state","wide.t",NA,25,38241,22,37151,20273,20273
"5686","article_0_0_1_0_1_179_1_2_1.xml.state","WilsonBalding.t",NA,4,38571,1,37467,12568,12568
"5687","article_0_0_1_0_1_179_1_2_1.xml.state","BirthRateScaler.t",0.264240419528955,12695,25800,11788,25599,0,0
"5688","article_0_0_1_0_1_179_1_2_1.xml.state","DeathRateScaler.t",0.171111001087174,12416,26148,11552,25905,9880,9880
"5689","article_0_0_1_0_1_179_1_2_2.xml.state","treeScaler.t",0.841105648801576,3415,34901,3389,33808,0,0
"5690","article_0_0_1_0_1_179_1_2_2.xml.state","treeRootScaler.t",0.817202143212176,3359,35105,3326,33997,619,619
"5691","article_0_0_1_0_1_179_1_2_2.xml.state","UniformOperator.t",NA,28812,355293,27958,345296,0,0
"5692","article_0_0_1_0_1_179_1_2_2.xml.state","SubtreeSlide.t",0.0999759039641436,2197,190559,2188,185059,68368,68368
"5693","article_0_0_1_0_1_179_1_2_2.xml.state","narrow.t",NA,1179,191332,1137,185933,0,0
"5694","article_0_0_1_0_1_179_1_2_2.xml.state","wide.t",NA,22,38191,20,37126,20298,20298
"5695","article_0_0_1_0_1_179_1_2_2.xml.state","WilsonBalding.t",NA,7,38530,4,37440,12658,12658
"5696","article_0_0_1_0_1_179_1_2_2.xml.state","BirthRateScaler.t",0.258843902441407,12261,26050,11386,25820,0,0
"5697","article_0_0_1_0_1_179_1_2_2.xml.state","DeathRateScaler.t",0.171058807943219,12027,26761,11164,26497,10227,10227
"5698","article_0_0_1_0_1_179_2_1_1.xml.state","treeScaler.t",0.854470587750956,3779,34830,3743,33669,0,0
"5699","article_0_0_1_0_1_179_2_1_1.xml.state","treeRootScaler.t",0.84896832043619,3900,34572,3871,33533,362,362
"5700","article_0_0_1_0_1_179_2_1_1.xml.state","UniformOperator.t",NA,28910,356194,28063,345958,0,0
"5701","article_0_0_1_0_1_179_2_1_1.xml.state","SubtreeSlide.t",0.10287636166808,2379,189416,2362,183856,67407,67407
"5702","article_0_0_1_0_1_179_2_1_1.xml.state","narrow.t",NA,11,192266,0,186830,0,0
"5703","article_0_0_1_0_1_179_2_1_1.xml.state","wide.t",NA,0,38632,0,37490,20593,20593
"5704","article_0_0_1_0_1_179_2_1_1.xml.state","WilsonBalding.t",NA,2,38264,0,37159,12466,12466
"5705","article_0_0_1_0_1_179_2_1_1.xml.state","BirthRateScaler.t",0.260640463973203,12725,25815,11811,25616,0,0
"5706","article_0_0_1_0_1_179_2_1_1.xml.state","DeathRateScaler.t",0.157170243131994,11358,26948,10464,26796,10935,10935
"5707","article_0_0_1_0_1_179_2_1_2.xml.state","treeScaler.t",0.823237764844879,3072,35462,3029,34337,0,0
"5708","article_0_0_1_0_1_179_2_1_2.xml.state","treeRootScaler.t",0.84649336793894,3900,34420,3859,33384,364,364
"5709","article_0_0_1_0_1_179_2_1_2.xml.state","UniformOperator.t",NA,28440,356192,27544,345967,0,0
"5710","article_0_0_1_0_1_179_2_1_2.xml.state","SubtreeSlide.t",0.111207336218527,2247,190151,2240,184589,69863,69863
"5711","article_0_0_1_0_1_179_2_1_2.xml.state","narrow.t",NA,20,192025,0,186475,0,0
"5712","article_0_0_1_0_1_179_2_1_2.xml.state","wide.t",NA,2,38417,0,37290,20371,20371
