"","filename","strees_identical"
"538","article_1_0_1_0_0_637.RDa",FALSE
"539","article_1_0_1_0_0_638.RDa",FALSE
"540","article_1_0_1_0_0_639.RDa",FALSE
"541","article_1_0_1_0_1_640.RDa",FALSE
"542","article_1_0_1_0_1_641.RDa",FALSE
"543","article_1_0_1_0_1_642.RDa",FALSE
"544","article_1_0_1_0_1_643.RDa",FALSE
"545","article_1_0_1_0_1_644.RDa",FALSE
"546","article_1_0_1_0_1_645.RDa",FALSE
"547","article_1_0_1_0_1_646.RDa",FALSE
"548","article_1_0_1_0_1_647.RDa",FALSE
"549","article_1_0_1_0_1_648.RDa",FALSE
"550","article_1_0_1_0_1_649.RDa",FALSE
"551","article_1_0_1_0_1_650.RDa",FALSE
"552","article_1_0_1_0_1_651.RDa",FALSE
"553","article_1_0_1_0_1_652.RDa",FALSE
"554","article_1_0_1_0_1_653.RDa",FALSE
"555","article_1_0_1_0_1_654.RDa",FALSE
"556","article_1_0_1_0_1_655.RDa",FALSE
"557","article_1_0_1_0_1_656.RDa",FALSE
"558","article_1_0_1_0_1_657.RDa",FALSE
"559","article_1_0_1_0_1_658.RDa",FALSE
"560","article_1_0_1_0_1_659.RDa",FALSE
"561","article_1_0_2_0_0_660.RDa",FALSE
"562","article_1_0_2_0_0_661.RDa",FALSE
"563","article_1_0_2_0_0_662.RDa",FALSE
"564","article_1_0_2_0_0_663.RDa",FALSE
"565","article_1_0_2_0_0_664.RDa",FALSE
"566","article_1_0_2_0_0_665.RDa",FALSE
"567","article_1_0_2_0_0_666.RDa",FALSE
"568","article_1_0_2_0_0_667.RDa",FALSE
"569","article_1_0_2_0_0_668.RDa",FALSE
"570","article_1_0_2_0_0_669.RDa",FALSE
"571","article_1_0_2_0_0_670.RDa",FALSE
"572","article_1_0_2_0_0_671.RDa",FALSE
"573","article_1_0_2_0_0_672.RDa",FALSE
"574","article_1_0_2_0_0_673.RDa",FALSE
"575","article_1_0_2_0_0_674.RDa",FALSE
"576","article_1_0_2_0_0_675.RDa",FALSE
"577","article_1_0_2_0_0_676.RDa",FALSE
"578","article_1_0_2_0_0_677.RDa",FALSE
"579","article_1_0_2_0_0_678.RDa",FALSE
"580","article_1_0_2_0_0_679.RDa",FALSE
"581","article_1_0_2_0_1_680.RDa",FALSE
"582","article_1_0_2_0_1_681.RDa",FALSE
"583","article_1_0_2_0_1_682.RDa",FALSE
"584","article_1_0_2_0_1_683.RDa",FALSE
"585","article_1_0_2_0_1_684.RDa",FALSE
"586","article_1_0_2_0_1_685.RDa",FALSE
"587","article_1_0_2_0_1_686.RDa",FALSE
"588","article_1_0_2_0_1_687.RDa",FALSE
"589","article_1_0_2_0_1_688.RDa",FALSE
"590","article_1_0_2_0_1_689.RDa",FALSE
"591","article_1_0_2_0_1_690.RDa",FALSE
"592","article_1_0_2_0_1_691.RDa",FALSE
"593","article_1_0_2_0_1_692.RDa",FALSE
"594","article_1_0_2_0_1_693.RDa",FALSE
"595","article_1_0_2_0_1_694.RDa",FALSE
"596","article_1_0_2_0_1_695.RDa",FALSE
"597","article_1_0_2_0_1_696.RDa",FALSE
"598","article_1_0_2_0_1_697.RDa",FALSE
"599","article_1_0_2_0_1_698.RDa",FALSE
"600","article_1_0_2_0_1_699.RDa",FALSE
"601","article_1_1_0_0_0_700.RDa",FALSE
"602","article_1_1_0_0_0_701.RDa",FALSE
"603","article_1_1_0_0_0_702.RDa",FALSE
"604","article_1_1_0_0_0_703.RDa",FALSE
"605","article_1_1_0_0_0_704.RDa",FALSE
"606","article_1_1_0_0_0_705.RDa",FALSE
"607","article_1_1_0_0_0_706.RDa",FALSE
"608","article_1_1_0_0_0_707.RDa",FALSE
"609","article_1_1_0_0_0_708.RDa",FALSE
"610","article_1_1_0_0_0_709.RDa",FALSE
"611","article_1_1_0_0_0_710.RDa",FALSE
"612","article_1_1_0_0_0_711.RDa",FALSE
"613","article_1_1_0_0_0_712.RDa",FALSE
"614","article_1_1_0_0_0_713.RDa",FALSE
"615","article_1_1_0_0_0_714.RDa",FALSE
"616","article_1_1_0_0_0_715.RDa",FALSE
"617","article_1_1_0_0_0_716.RDa",FALSE
"618","article_1_1_0_0_0_717.RDa",FALSE
"619","article_1_1_0_0_0_718.RDa",FALSE
"620","article_1_1_0_0_0_719.RDa",FALSE
"621","article_1_1_0_0_1_720.RDa",FALSE
"622","article_1_1_0_0_1_721.RDa",FALSE
"623","article_1_1_0_0_1_722.RDa",FALSE
"624","article_1_1_0_0_1_723.RDa",FALSE
"625","article_1_1_0_0_1_724.RDa",FALSE
"626","article_1_1_0_0_1_725.RDa",FALSE
"627","article_1_1_0_0_1_726.RDa",FALSE
"628","article_1_1_0_0_1_727.RDa",FALSE
"629","article_1_1_0_0_1_728.RDa",FALSE
"630","article_1_1_0_0_1_729.RDa",FALSE
"631","article_1_1_0_0_1_730.RDa",FALSE
"632","article_1_1_0_0_1_731.RDa",FALSE
"633","article_1_1_0_0_1_732.RDa",FALSE
"634","article_1_1_0_0_1_733.RDa",FALSE
"635","article_1_1_0_0_1_734.RDa",FALSE
"636","article_1_1_0_0_1_735.RDa",FALSE
"637","article_1_1_0_0_1_736.RDa",FALSE
"638","article_1_1_0_0_1_737.RDa",FALSE
"639","article_1_1_0_0_1_738.RDa",FALSE
"640","article_1_1_0_0_1_739.RDa",FALSE
"641","article_1_1_1_0_0_740.RDa",FALSE
"642","article_1_1_1_0_0_741.RDa",FALSE
"643","article_1_1_1_0_0_742.RDa",FALSE
"644","article_1_1_1_0_0_743.RDa",FALSE
"645","article_1_1_1_0_0_744.RDa",FALSE
"646","article_1_1_1_0_0_745.RDa",FALSE
"647","article_1_1_1_0_0_746.RDa",FALSE
"648","article_1_1_1_0_0_747.RDa",FALSE
"649","article_1_1_1_0_0_748.RDa",FALSE
"650","article_1_1_1_0_0_749.RDa",FALSE
"651","article_1_1_1_0_0_750.RDa",FALSE
"652","article_1_1_1_0_0_751.RDa",FALSE
"653","article_1_1_1_0_0_752.RDa",FALSE
"654","article_1_1_1_0_0_753.RDa",FALSE
"655","article_1_1_1_0_0_754.RDa",FALSE
"656","article_1_1_1_0_0_755.RDa",FALSE
"657","article_1_1_1_0_0_756.RDa",FALSE
"658","article_1_1_1_0_0_757.RDa",FALSE
"659","article_1_1_1_0_0_758.RDa",FALSE
"660","article_1_1_1_0_0_759.RDa",FALSE
"661","article_1_1_1_0_1_760.RDa",FALSE
"662","article_1_1_1_0_1_761.RDa",FALSE
"663","article_1_1_1_0_1_762.RDa",FALSE
"664","article_1_1_1_0_1_763.RDa",FALSE
"665","article_1_1_1_0_1_764.RDa",FALSE
"666","article_1_1_1_0_1_765.RDa",FALSE
"667","article_1_1_1_0_1_766.RDa",FALSE
"668","article_1_1_1_0_1_767.RDa",FALSE
"669","article_1_1_1_0_1_768.RDa",FALSE
"670","article_1_1_1_0_1_769.RDa",FALSE
"671","article_1_1_1_0_1_770.RDa",FALSE
"672","article_1_1_1_0_1_771.RDa",FALSE
"673","article_1_1_1_0_1_772.RDa",FALSE
"674","article_1_1_1_0_1_773.RDa",FALSE
"675","article_1_1_1_0_1_774.RDa",FALSE
"676","article_1_1_1_0_1_775.RDa",FALSE
"677","article_1_1_1_0_1_776.RDa",FALSE
"678","article_1_1_1_0_1_777.RDa",FALSE
"679","article_1_1_1_0_1_778.RDa",FALSE
"680","article_1_1_1_0_1_779.RDa",FALSE
"681","article_1_1_2_0_0_780.RDa",FALSE
"682","article_1_1_2_0_0_781.RDa",FALSE
"683","article_1_1_2_0_0_782.RDa",FALSE
"684","article_1_1_2_0_0_783.RDa",FALSE
"685","article_1_1_2_0_0_784.RDa",FALSE
"686","article_1_1_2_0_0_785.RDa",FALSE
"687","article_1_1_2_0_0_786.RDa",FALSE
"688","article_1_1_2_0_0_787.RDa",FALSE
"689","article_1_1_2_0_0_788.RDa",FALSE
"690","article_1_1_2_0_0_789.RDa",FALSE
"691","article_1_1_2_0_0_790.RDa",FALSE
"692","article_1_1_2_0_0_791.RDa",FALSE
"693","article_1_1_2_0_0_792.RDa",FALSE
"694","article_1_1_2_0_0_793.RDa",FALSE
"695","article_1_1_2_0_0_794.RDa",FALSE
"696","article_1_1_2_0_0_795.RDa",FALSE
"697","article_1_1_2_0_0_796.RDa",FALSE
"698","article_1_1_2_0_0_797.RDa",FALSE
"699","article_1_1_2_0_0_798.RDa",FALSE
"700","article_1_1_2_0_0_799.RDa",FALSE
"701","article_1_1_2_0_1_800.RDa",FALSE
"702","article_1_1_2_0_1_801.RDa",FALSE
"703","article_1_1_2_0_1_802.RDa",FALSE
"704","article_1_1_2_0_1_803.RDa",FALSE
"705","article_1_1_2_0_1_804.RDa",FALSE
"706","article_1_1_2_0_1_805.RDa",FALSE
"707","article_1_1_2_0_1_806.RDa",FALSE
"708","article_1_1_2_0_1_807.RDa",FALSE
"709","article_1_1_2_0_1_808.RDa",FALSE
"710","article_1_1_2_0_1_809.RDa",FALSE
"711","article_1_1_2_0_1_810.RDa",FALSE
"712","article_1_1_2_0_1_811.RDa",FALSE
"713","article_1_1_2_0_1_812.RDa",FALSE
"714","article_1_1_2_0_1_813.RDa",FALSE
"715","article_1_1_2_0_1_814.RDa",FALSE
"716","article_1_1_2_0_1_815.RDa",FALSE
"717","article_1_1_2_0_1_816.RDa",FALSE
"718","article_1_1_2_0_1_817.RDa",FALSE
"719","article_1_1_2_0_1_818.RDa",FALSE
"720","article_1_1_2_0_1_819.RDa",FALSE
"721","article_1_2_0_0_0_820.RDa",FALSE
"722","article_1_2_0_0_0_821.RDa",FALSE
"723","article_1_2_0_0_0_822.RDa",FALSE
"724","article_1_2_0_0_0_823.RDa",FALSE
"725","article_1_2_0_0_0_824.RDa",FALSE
"726","article_1_2_0_0_0_825.RDa",FALSE
"727","article_1_2_0_0_0_826.RDa",FALSE
"728","article_1_2_0_0_0_827.RDa",FALSE
"729","article_1_2_0_0_0_828.RDa",FALSE
"730","article_1_2_0_0_0_829.RDa",FALSE
"731","article_1_2_0_0_0_830.RDa",FALSE
"732","article_1_2_0_0_0_831.RDa",FALSE
"733","article_1_2_0_0_0_832.RDa",FALSE
"734","article_1_2_0_0_0_833.RDa",FALSE
"735","article_1_2_0_0_0_834.RDa",FALSE
"736","article_1_2_0_0_0_835.RDa",FALSE
"737","article_1_2_0_0_0_836.RDa",FALSE
"738","article_1_2_0_0_0_837.RDa",FALSE
"739","article_1_2_0_0_0_838.RDa",FALSE
"740","article_1_2_0_0_0_839.RDa",FALSE
"741","article_1_2_0_0_1_840.RDa",FALSE
"742","article_1_2_0_0_1_841.RDa",FALSE
"743","article_1_2_0_0_1_842.RDa",FALSE
"744","article_1_2_0_0_1_843.RDa",FALSE
"745","article_1_2_0_0_1_844.RDa",FALSE
"746","article_1_2_0_0_1_845.RDa",FALSE
"747","article_1_2_0_0_1_846.RDa",FALSE
"748","article_1_2_0_0_1_847.RDa",FALSE
"749","article_1_2_0_0_1_848.RDa",FALSE
"750","article_1_2_0_0_1_849.RDa",FALSE
"751","article_1_2_0_0_1_850.RDa",FALSE
"752","article_1_2_0_0_1_851.RDa",FALSE
"753","article_1_2_0_0_1_852.RDa",FALSE
"754","article_1_2_0_0_1_853.RDa",FALSE
"755","article_1_2_0_0_1_854.RDa",FALSE
"756","article_1_2_0_0_1_855.RDa",FALSE
"757","article_1_2_0_0_1_856.RDa",FALSE
"758","article_1_2_0_0_1_857.RDa",FALSE
"759","article_1_2_0_0_1_858.RDa",FALSE
"760","article_1_2_0_0_1_859.RDa",FALSE
"761","article_1_2_1_0_0_860.RDa",FALSE
"762","article_1_2_1_0_0_861.RDa",FALSE
"763","article_1_2_1_0_0_862.RDa",FALSE
"764","article_1_2_1_0_0_863.RDa",FALSE
"765","article_1_2_1_0_0_864.RDa",FALSE
"766","article_1_2_1_0_0_865.RDa",FALSE
"767","article_1_2_1_0_0_866.RDa",FALSE
"768","article_1_2_1_0_0_867.RDa",FALSE
"769","article_1_2_1_0_0_868.RDa",FALSE
"770","article_1_2_1_0_0_869.RDa",FALSE
"771","article_1_2_1_0_0_870.RDa",FALSE
"772","article_1_2_1_0_0_871.RDa",FALSE
"773","article_1_2_1_0_0_872.RDa",FALSE
"774","article_1_2_1_0_0_873.RDa",FALSE
"775","article_1_2_1_0_0_874.RDa",FALSE
"776","article_1_2_1_0_0_875.RDa",FALSE
"777","article_1_2_1_0_0_876.RDa",FALSE
"778","article_1_2_1_0_0_877.RDa",FALSE
"779","article_1_2_1_0_0_878.RDa",FALSE
"780","article_1_2_1_0_0_879.RDa",FALSE
"781","article_1_2_1_0_1_880.RDa",FALSE
"782","article_1_2_1_0_1_881.RDa",FALSE
"783","article_1_2_1_0_1_882.RDa",FALSE
"784","article_1_2_1_0_1_883.RDa",FALSE
"785","article_1_2_1_0_1_884.RDa",FALSE
"786","article_1_2_1_0_1_885.RDa",FALSE
"787","article_1_2_1_0_1_886.RDa",FALSE
"788","article_1_2_1_0_1_887.RDa",FALSE
"789","article_1_2_1_0_1_888.RDa",FALSE
"790","article_1_2_1_0_1_889.RDa",FALSE
"791","article_1_2_1_0_1_890.RDa",FALSE
"792","article_1_2_1_0_1_891.RDa",FALSE
"793","article_1_2_1_0_1_892.RDa",FALSE
"794","article_1_2_1_0_1_893.RDa",FALSE
"795","article_1_2_1_0_1_894.RDa",FALSE
"796","article_1_2_1_0_1_895.RDa",FALSE
"797","article_1_2_1_0_1_896.RDa",FALSE
"798","article_1_2_1_0_1_897.RDa",FALSE
"799","article_1_2_1_0_1_898.RDa",FALSE
"800","article_1_2_1_0_1_899.RDa",FALSE
"801","article_1_2_2_0_0_900.RDa",FALSE
"802","article_1_2_2_0_0_901.RDa",FALSE
"803","article_1_2_2_0_0_902.RDa",FALSE
"804","article_1_2_2_0_0_903.RDa",FALSE
"805","article_1_2_2_0_0_904.RDa",FALSE
"806","article_1_2_2_0_0_905.RDa",FALSE
"807","article_1_2_2_0_0_906.RDa",FALSE
"808","article_1_2_2_0_0_907.RDa",FALSE
"809","article_1_2_2_0_0_908.RDa",FALSE
"810","article_1_2_2_0_0_909.RDa",FALSE
"811","article_1_2_2_0_0_910.RDa",FALSE
"812","article_1_2_2_0_0_911.RDa",FALSE
"813","article_1_2_2_0_0_912.RDa",FALSE
"814","article_1_2_2_0_0_913.RDa",FALSE
"815","article_1_2_2_0_0_914.RDa",FALSE
"816","article_1_2_2_0_0_915.RDa",FALSE
"817","article_1_2_2_0_0_916.RDa",FALSE
"818","article_1_2_2_0_0_917.RDa",FALSE
"819","article_1_2_2_0_0_918.RDa",FALSE
"820","article_1_2_2_0_0_919.RDa",FALSE
"821","article_1_2_2_0_1_920.RDa",FALSE
"822","article_1_2_2_0_1_921.RDa",FALSE
"823","article_1_2_2_0_1_922.RDa",FALSE
"824","article_1_2_2_0_1_923.RDa",FALSE
"825","article_1_2_2_0_1_924.RDa",FALSE
"826","article_1_2_2_0_1_925.RDa",FALSE
"827","article_1_2_2_0_1_926.RDa",FALSE
"828","article_1_2_2_0_1_927.RDa",FALSE
"829","article_1_2_2_0_1_928.RDa",FALSE
"830","article_1_2_2_0_1_929.RDa",FALSE
"831","article_1_2_2_0_1_930.RDa",FALSE
"832","article_1_2_2_0_1_931.RDa",FALSE
"833","article_1_2_2_0_1_932.RDa",FALSE
"834","article_1_2_2_0_1_933.RDa",FALSE
"835","article_1_2_2_0_1_934.RDa",FALSE
"836","article_1_2_2_0_1_935.RDa",FALSE
"837","article_1_2_2_0_1_936.RDa",FALSE
"838","article_1_2_2_0_1_937.RDa",FALSE
"839","article_1_2_2_0_1_938.RDa",FALSE
"840","article_1_2_2_0_1_939.RDa",FALSE
"841","article_1_3_0_0_0_940.RDa",TRUE
"842","article_1_3_0_0_0_941.RDa",TRUE
"843","article_1_3_0_0_0_942.RDa",TRUE
"844","article_1_3_0_0_0_943.RDa",TRUE
"845","article_1_3_0_0_0_944.RDa",TRUE
"846","article_1_3_0_0_0_945.RDa",TRUE
"847","article_1_3_0_0_0_946.RDa",TRUE
"848","article_1_3_0_0_0_947.RDa",TRUE
"849","article_1_3_0_0_0_948.RDa",TRUE
"850","article_1_3_0_0_0_949.RDa",TRUE
"851","article_1_3_0_0_0_950.RDa",TRUE
"852","article_1_3_0_0_0_951.RDa",TRUE
"853","article_1_3_0_0_0_952.RDa",TRUE
"854","article_1_3_0_0_0_953.RDa",TRUE
"855","article_1_3_0_0_0_954.RDa",TRUE
"856","article_1_3_0_0_0_955.RDa",TRUE
"857","article_1_3_0_0_0_956.RDa",TRUE
"858","article_1_3_0_0_0_957.RDa",TRUE
"859","article_1_3_0_0_0_958.RDa",NA
"860","article_1_3_0_0_0_959.RDa",TRUE
"861","article_1_3_0_0_1_960.RDa",TRUE
"862","article_1_3_0_0_1_961.RDa",TRUE
"863","article_1_3_0_0_1_962.RDa",TRUE
"864","article_1_3_0_0_1_963.RDa",TRUE
"865","article_1_3_0_0_1_964.RDa",TRUE
"866","article_1_3_0_0_1_965.RDa",TRUE
"867","article_1_3_0_0_1_966.RDa",TRUE
"868","article_1_3_0_0_1_967.RDa",TRUE
"869","article_1_3_0_0_1_968.RDa",TRUE
"870","article_1_3_0_0_1_969.RDa",TRUE
"871","article_1_3_0_0_1_970.RDa",TRUE
"872","article_1_3_0_0_1_971.RDa",TRUE
"873","article_1_3_0_0_1_972.RDa",NA
"874","article_1_3_0_0_1_973.RDa",TRUE
"875","article_1_3_0_0_1_974.RDa",TRUE
"876","article_1_3_0_0_1_975.RDa",TRUE
"877","article_1_3_0_0_1_976.RDa",NA
"878","article_1_3_0_0_1_977.RDa",TRUE
"879","article_1_3_0_0_1_978.RDa",TRUE
"880","article_1_3_0_0_1_979.RDa",TRUE
"881","article_1_3_1_0_0_980.RDa",TRUE
"882","article_1_3_1_0_0_981.RDa",TRUE
"883","article_1_3_1_0_0_982.RDa",TRUE
"884","article_1_3_1_0_0_983.RDa",TRUE
"885","article_1_3_1_0_0_984.RDa",TRUE
"886","article_1_3_1_0_0_985.RDa",TRUE
"887","article_1_3_1_0_0_986.RDa",TRUE
"888","article_1_3_1_0_0_987.RDa",TRUE
"889","article_1_3_1_0_0_988.RDa",TRUE
"890","article_1_3_1_0_0_989.RDa",TRUE
"891","article_1_3_1_0_0_990.RDa",TRUE
"892","article_1_3_1_0_0_991.RDa",TRUE
"893","article_1_3_1_0_0_992.RDa",TRUE
"894","article_1_3_1_0_0_993.RDa",TRUE
"895","article_1_3_1_0_0_994.RDa",TRUE
"896","article_1_3_1_0_0_995.RDa",TRUE
"897","article_1_3_1_0_0_996.RDa",TRUE
"898","article_1_3_1_0_0_997.RDa",TRUE
"899","article_1_3_1_0_0_998.RDa",TRUE
"900","article_1_3_1_0_0_999.RDa",TRUE
"901","article_1_3_1_0_1_1000.RDa",TRUE
"902","article_1_3_1_0_1_1001.RDa",TRUE
"903","article_1_3_1_0_1_1002.RDa",TRUE
"904","article_1_3_1_0_1_1003.RDa",TRUE
"905","article_1_3_1_0_1_1004.RDa",TRUE
"906","article_1_3_1_0_1_1005.RDa",TRUE
"907","article_1_3_1_0_1_1006.RDa",TRUE
"908","article_1_3_1_0_1_1007.RDa",TRUE
"909","article_1_3_1_0_1_1008.RDa",TRUE
"910","article_1_3_1_0_1_1009.RDa",TRUE
"911","article_1_3_1_0_1_1010.RDa",TRUE
"912","article_1_3_1_0_1_1011.RDa",TRUE
"913","article_1_3_1_0_1_1012.RDa",TRUE
"914","article_1_3_1_0_1_1013.RDa",TRUE
"915","article_1_3_1_0_1_1014.RDa",TRUE
"916","article_1_3_1_0_1_1015.RDa",TRUE
"917","article_1_3_1_0_1_1016.RDa",TRUE
"918","article_1_3_1_0_1_1017.RDa",TRUE
"919","article_1_3_1_0_1_1018.RDa",TRUE
"920","article_1_3_1_0_1_1019.RDa",TRUE
"921","article_1_3_2_0_0_1020.RDa",TRUE
"922","article_1_3_2_0_0_1021.RDa",TRUE
"923","article_1_3_2_0_0_1022.RDa",TRUE
"924","article_1_3_2_0_0_1023.RDa",TRUE
"925","article_1_3_2_0_0_1024.RDa",TRUE
"926","article_1_3_2_0_0_1025.RDa",TRUE
"927","article_1_3_2_0_0_1026.RDa",TRUE
"928","article_1_3_2_0_0_1027.RDa",TRUE
"929","article_1_3_2_0_0_1028.RDa",TRUE
"930","article_1_3_2_0_0_1029.RDa",TRUE
"931","article_1_3_2_0_0_1030.RDa",TRUE
"932","article_1_3_2_0_0_1031.RDa",TRUE
"933","article_1_3_2_0_0_1032.RDa",TRUE
"934","article_1_3_2_0_0_1033.RDa",TRUE
"935","article_1_3_2_0_0_1034.RDa",TRUE
"936","article_1_3_2_0_0_1035.RDa",TRUE
"937","article_1_3_2_0_0_1036.RDa",TRUE
"938","article_1_3_2_0_0_1037.RDa",TRUE
"939","article_1_3_2_0_0_1038.RDa",TRUE
"940","article_1_3_2_0_0_1039.RDa",TRUE
"941","article_1_3_2_0_1_1040.RDa",TRUE
"942","article_1_3_2_0_1_1041.RDa",TRUE
"943","article_1_3_2_0_1_1042.RDa",TRUE
"944","article_1_3_2_0_1_1043.RDa",TRUE
"945","article_1_3_2_0_1_1044.RDa",TRUE
"946","article_1_3_2_0_1_1045.RDa",TRUE
"947","article_1_3_2_0_1_1046.RDa",TRUE
"948","article_1_3_2_0_1_1047.RDa",TRUE
"949","article_1_3_2_0_1_1048.RDa",TRUE
"950","article_1_3_2_0_1_1049.RDa",TRUE
"951","article_1_3_2_0_1_1050.RDa",TRUE
"952","article_1_3_2_0_1_1051.RDa",TRUE
"953","article_1_3_2_0_1_1052.RDa",TRUE
"954","article_1_3_2_0_1_1053.RDa",TRUE
"955","article_1_3_2_0_1_1054.RDa",TRUE
"956","article_1_3_2_0_1_1055.RDa",TRUE
"957","article_1_3_2_0_1_1056.RDa",TRUE
"958","article_1_3_2_0_1_1057.RDa",TRUE
"959","article_1_3_2_0_1_1058.RDa",TRUE
"960","article_1_3_2_0_1_1059.RDa",TRUE
