"","filename","strees_identical"
"47","article_0_0_1_0_0_146.RDa",FALSE
"48","article_0_0_1_0_0_147.RDa",FALSE
"49","article_0_0_1_0_0_148.RDa",FALSE
"50","article_0_0_1_0_0_149.RDa",FALSE
"51","article_0_0_1_0_0_150.RDa",FALSE
"52","article_0_0_1_0_0_151.RDa",TRUE
"53","article_0_0_1_0_0_152.RDa",FALSE
"54","article_0_0_1_0_0_153.RDa",FALSE
"55","article_0_0_1_0_0_154.RDa",FALSE
"56","article_0_0_1_0_0_155.RDa",FALSE
"57","article_0_0_1_0_0_156.RDa",FALSE
"58","article_0_0_1_0_0_157.RDa",TRUE
"59","article_0_0_1_0_0_158.RDa",FALSE
"60","article_0_0_1_0_0_159.RDa",TRUE
"61","article_0_0_1_0_1_160.RDa",FALSE
"62","article_0_0_1_0_1_161.RDa",FALSE
"63","article_0_0_1_0_1_162.RDa",FALSE
"64","article_0_0_1_0_1_163.RDa",TRUE
"65","article_0_0_1_0_1_164.RDa",FALSE
"66","article_0_0_1_0_1_165.RDa",FALSE
"67","article_0_0_1_0_1_166.RDa",FALSE
"68","article_0_0_1_0_1_167.RDa",FALSE
"69","article_0_0_1_0_1_168.RDa",TRUE
"70","article_0_0_1_0_1_169.RDa",FALSE
"71","article_0_0_1_0_1_170.RDa",TRUE
"72","article_0_0_1_0_1_171.RDa",FALSE
"73","article_0_0_1_0_1_172.RDa",FALSE
"74","article_0_0_1_0_1_173.RDa",FALSE
"75","article_0_0_1_0_1_174.RDa",FALSE
"76","article_0_0_1_0_1_175.RDa",FALSE
"77","article_0_0_1_0_1_176.RDa",TRUE
"78","article_0_0_1_0_1_177.RDa",FALSE
"79","article_0_0_1_0_1_178.RDa",FALSE
"80","article_0_0_1_0_1_179.RDa",FALSE
"81","article_0_0_2_0_0_180.RDa",FALSE
"82","article_0_0_2_0_0_181.RDa",FALSE
"83","article_0_0_2_0_0_182.RDa",FALSE
"84","article_0_0_2_0_0_183.RDa",FALSE
"85","article_0_0_2_0_0_184.RDa",TRUE
"86","article_0_0_2_0_0_185.RDa",TRUE
"87","article_0_0_2_0_0_186.RDa",TRUE
"88","article_0_0_2_0_0_187.RDa",FALSE
"89","article_0_0_2_0_0_188.RDa",TRUE
"90","article_0_0_2_0_0_189.RDa",TRUE
"91","article_0_0_2_0_0_190.RDa",FALSE
"92","article_0_0_2_0_0_191.RDa",FALSE
"93","article_0_0_2_0_0_192.RDa",FALSE
"94","article_0_0_2_0_0_193.RDa",FALSE
"95","article_0_0_2_0_0_194.RDa",FALSE
"96","article_0_0_2_0_0_195.RDa",FALSE
"97","article_0_0_2_0_0_196.RDa",FALSE
"98","article_0_0_2_0_0_197.RDa",TRUE
"99","article_0_0_2_0_0_198.RDa",TRUE
"100","article_0_0_2_0_0_199.RDa",TRUE
"101","article_0_0_2_0_1_200.RDa",FALSE
"102","article_0_0_2_0_1_201.RDa",FALSE
"103","article_0_0_2_0_1_202.RDa",FALSE
"104","article_0_0_2_0_1_203.RDa",TRUE
"105","article_0_0_2_0_1_204.RDa",FALSE
"106","article_0_0_2_0_1_205.RDa",FALSE
"107","article_0_0_2_0_1_206.RDa",TRUE
"108","article_0_0_2_0_1_207.RDa",TRUE
"109","article_0_0_2_0_1_208.RDa",FALSE
"110","article_0_0_2_0_1_209.RDa",TRUE
"111","article_0_0_2_0_1_210.RDa",TRUE
"112","article_0_0_2_0_1_211.RDa",FALSE
"113","article_0_0_2_0_1_212.RDa",FALSE
"114","article_0_0_2_0_1_213.RDa",FALSE
"115","article_0_0_2_0_1_214.RDa",FALSE
"116","article_0_0_2_0_1_215.RDa",FALSE
"117","article_0_0_2_0_1_216.RDa",TRUE
"118","article_0_0_2_0_1_217.RDa",FALSE
"119","article_0_0_2_0_1_218.RDa",FALSE
"120","article_0_0_2_0_1_219.RDa",FALSE
"121","article_0_1_0_0_0_220.RDa",FALSE
"122","article_0_1_0_0_0_221.RDa",FALSE
"123","article_0_1_0_0_0_222.RDa",FALSE
"124","article_0_1_0_0_0_223.RDa",FALSE
"125","article_0_1_0_0_0_224.RDa",FALSE
"126","article_0_1_0_0_0_225.RDa",FALSE
"127","article_0_1_0_0_0_226.RDa",FALSE
"128","article_0_1_0_0_0_227.RDa",FALSE
"129","article_0_1_0_0_0_228.RDa",FALSE
"130","article_0_1_0_0_0_229.RDa",FALSE
"131","article_0_1_0_0_0_230.RDa",FALSE
"132","article_0_1_0_0_0_231.RDa",FALSE
"133","article_0_1_0_0_0_232.RDa",FALSE
"134","article_0_1_0_0_0_233.RDa",FALSE
"135","article_0_1_0_0_0_234.RDa",FALSE
"136","article_0_1_0_0_0_235.RDa",FALSE
"137","article_0_1_0_0_0_236.RDa",FALSE
"138","article_0_1_0_0_0_237.RDa",FALSE
"139","article_0_1_0_0_0_238.RDa",FALSE
"140","article_0_1_0_0_0_239.RDa",FALSE
"141","article_0_1_0_0_1_240.RDa",FALSE
"142","article_0_1_0_0_1_241.RDa",FALSE
"143","article_0_1_0_0_1_242.RDa",NA
"144","article_0_1_0_0_1_243.RDa",FALSE
"145","article_0_1_0_0_1_244.RDa",FALSE
"146","article_0_1_0_0_1_245.RDa",FALSE
"147","article_0_1_0_0_1_246.RDa",TRUE
"148","article_0_1_0_0_1_247.RDa",FALSE
"149","article_0_1_0_0_1_248.RDa",FALSE
"150","article_0_1_0_0_1_249.RDa",FALSE
"151","article_0_1_0_0_1_250.RDa",FALSE
"152","article_0_1_0_0_1_251.RDa",FALSE
"153","article_0_1_0_0_1_252.RDa",FALSE
"154","article_0_1_0_0_1_253.RDa",FALSE
"155","article_0_1_0_0_1_254.RDa",FALSE
"156","article_0_1_0_0_1_255.RDa",FALSE
"157","article_0_1_0_0_1_256.RDa",FALSE
"158","article_0_1_0_0_1_257.RDa",FALSE
"159","article_0_1_0_0_1_258.RDa",FALSE
"160","article_0_1_0_0_1_259.RDa",FALSE
"161","article_0_1_1_0_0_260.RDa",FALSE
"162","article_0_1_1_0_0_261.RDa",FALSE
"163","article_0_1_1_0_0_262.RDa",FALSE
"164","article_0_1_1_0_0_263.RDa",FALSE
"165","article_0_1_1_0_0_264.RDa",FALSE
"166","article_0_1_1_0_0_265.RDa",FALSE
"167","article_0_1_1_0_0_266.RDa",FALSE
"168","article_0_1_1_0_0_267.RDa",FALSE
"169","article_0_1_1_0_0_268.RDa",FALSE
"170","article_0_1_1_0_0_269.RDa",FALSE
"171","article_0_1_1_0_0_270.RDa",FALSE
"172","article_0_1_1_0_0_271.RDa",FALSE
"173","article_0_1_1_0_0_272.RDa",TRUE
"174","article_0_1_1_0_0_273.RDa",FALSE
"175","article_0_1_1_0_0_274.RDa",TRUE
"176","article_0_1_1_0_0_275.RDa",FALSE
"177","article_0_1_1_0_0_276.RDa",FALSE
"178","article_0_1_1_0_0_277.RDa",FALSE
"179","article_0_1_1_0_0_278.RDa",FALSE
"180","article_0_1_1_0_0_279.RDa",FALSE
"181","article_0_1_1_0_1_280.RDa",FALSE
"182","article_0_1_1_0_1_281.RDa",FALSE
"183","article_0_1_1_0_1_282.RDa",FALSE
"184","article_0_1_1_0_1_283.RDa",FALSE
"185","article_0_1_1_0_1_284.RDa",FALSE
"186","article_0_1_1_0_1_285.RDa",FALSE
"187","article_0_1_1_0_1_286.RDa",FALSE
"188","article_0_1_1_0_1_287.RDa",FALSE
"189","article_0_1_1_0_1_288.RDa",TRUE
"190","article_0_1_1_0_1_289.RDa",FALSE
"191","article_0_1_1_0_1_290.RDa",FALSE
"192","article_0_1_1_0_1_291.RDa",TRUE
"193","article_0_1_1_0_1_292.RDa",FALSE
"194","article_0_1_1_0_1_293.RDa",FALSE
"195","article_0_1_1_0_1_294.RDa",FALSE
"196","article_0_1_1_0_1_295.RDa",FALSE
"197","article_0_1_1_0_1_296.RDa",FALSE
"198","article_0_1_1_0_1_297.RDa",FALSE
"199","article_0_1_1_0_1_298.RDa",FALSE
"200","article_0_1_1_0_1_299.RDa",FALSE
"201","article_0_1_2_0_0_300.RDa",FALSE
"202","article_0_1_2_0_0_301.RDa",FALSE
"203","article_0_1_2_0_0_302.RDa",FALSE
"204","article_0_1_2_0_0_303.RDa",FALSE
"205","article_0_1_2_0_0_304.RDa",FALSE
"206","article_0_1_2_0_0_305.RDa",FALSE
"207","article_0_1_2_0_0_306.RDa",TRUE
"208","article_0_1_2_0_0_307.RDa",FALSE
"209","article_0_1_2_0_0_308.RDa",FALSE
"210","article_0_1_2_0_0_309.RDa",FALSE
"211","article_0_1_2_0_0_310.RDa",FALSE
"212","article_0_1_2_0_0_311.RDa",TRUE
"213","article_0_1_2_0_0_312.RDa",FALSE
"214","article_0_1_2_0_0_313.RDa",FALSE
"215","article_0_1_2_0_0_314.RDa",TRUE
"216","article_0_1_2_0_0_315.RDa",FALSE
"217","article_0_1_2_0_0_316.RDa",FALSE
"218","article_0_1_2_0_0_317.RDa",FALSE
"219","article_0_1_2_0_0_318.RDa",FALSE
"220","article_0_1_2_0_0_319.RDa",TRUE
"221","article_0_1_2_0_1_320.RDa",FALSE
"222","article_0_1_2_0_1_321.RDa",FALSE
"223","article_0_1_2_0_1_322.RDa",FALSE
"224","article_0_1_2_0_1_323.RDa",TRUE
"225","article_0_1_2_0_1_324.RDa",TRUE
"226","article_0_1_2_0_1_325.RDa",TRUE
"227","article_0_1_2_0_1_326.RDa",TRUE
"228","article_0_1_2_0_1_327.RDa",TRUE
"229","article_0_1_2_0_1_328.RDa",TRUE
"230","article_0_1_2_0_1_329.RDa",FALSE
"231","article_0_1_2_0_1_330.RDa",FALSE
"232","article_0_1_2_0_1_331.RDa",FALSE
"233","article_0_1_2_0_1_332.RDa",FALSE
"234","article_0_1_2_0_1_333.RDa",FALSE
"235","article_0_1_2_0_1_334.RDa",TRUE
"236","article_0_1_2_0_1_335.RDa",FALSE
"237","article_0_1_2_0_1_336.RDa",TRUE
"238","article_0_1_2_0_1_337.RDa",FALSE
"239","article_0_1_2_0_1_338.RDa",FALSE
"240","article_0_1_2_0_1_339.RDa",FALSE
"241","article_0_2_0_0_0_340.RDa",FALSE
"242","article_0_2_0_0_0_341.RDa",FALSE
"243","article_0_2_0_0_0_342.RDa",FALSE
"244","article_0_2_0_0_0_343.RDa",FALSE
"245","article_0_2_0_0_0_344.RDa",FALSE
"246","article_0_2_0_0_0_345.RDa",NA
"247","article_0_2_0_0_0_346.RDa",FALSE
"248","article_0_2_0_0_0_347.RDa",FALSE
"249","article_0_2_0_0_0_348.RDa",FALSE
"250","article_0_2_0_0_0_349.RDa",FALSE
"251","article_0_2_0_0_0_350.RDa",FALSE
"252","article_0_2_0_0_0_351.RDa",FALSE
"253","article_0_2_0_0_0_352.RDa",FALSE
"254","article_0_2_0_0_0_353.RDa",TRUE
"255","article_0_2_0_0_0_354.RDa",FALSE
"256","article_0_2_0_0_0_355.RDa",FALSE
"257","article_0_2_0_0_0_356.RDa",FALSE
"258","article_0_2_0_0_0_357.RDa",FALSE
"259","article_0_2_0_0_0_358.RDa",FALSE
"260","article_0_2_0_0_0_359.RDa",FALSE
"261","article_0_2_0_0_1_360.RDa",FALSE
"262","article_0_2_0_0_1_361.RDa",FALSE
"263","article_0_2_0_0_1_362.RDa",FALSE
"264","article_0_2_0_0_1_363.RDa",FALSE
"265","article_0_2_0_0_1_364.RDa",FALSE
"266","article_0_2_0_0_1_365.RDa",FALSE
"267","article_0_2_0_0_1_366.RDa",FALSE
"268","article_0_2_0_0_1_367.RDa",FALSE
"269","article_0_2_0_0_1_368.RDa",FALSE
"270","article_0_2_0_0_1_369.RDa",FALSE
"271","article_0_2_0_0_1_370.RDa",FALSE
"272","article_0_2_0_0_1_371.RDa",FALSE
"273","article_0_2_0_0_1_372.RDa",FALSE
"274","article_0_2_0_0_1_373.RDa",FALSE
"275","article_0_2_0_0_1_374.RDa",FALSE
"276","article_0_2_0_0_1_375.RDa",FALSE
"277","article_0_2_0_0_1_376.RDa",FALSE
"278","article_0_2_0_0_1_377.RDa",FALSE
"279","article_0_2_0_0_1_378.RDa",FALSE
"280","article_0_2_0_0_1_379.RDa",FALSE
"281","article_0_2_1_0_0_380.RDa",FALSE
"282","article_0_2_1_0_0_381.RDa",TRUE
"283","article_0_2_1_0_0_382.RDa",FALSE
"284","article_0_2_1_0_0_383.RDa",FALSE
"285","article_0_2_1_0_0_384.RDa",FALSE
"286","article_0_2_1_0_0_385.RDa",TRUE
"287","article_0_2_1_0_0_386.RDa",TRUE
"288","article_0_2_1_0_0_387.RDa",FALSE
"289","article_0_2_1_0_0_388.RDa",FALSE
"290","article_0_2_1_0_0_389.RDa",FALSE
"291","article_0_2_1_0_0_390.RDa",FALSE
"292","article_0_2_1_0_0_391.RDa",TRUE
"293","article_0_2_1_0_0_392.RDa",FALSE
"294","article_0_2_1_0_0_393.RDa",FALSE
"295","article_0_2_1_0_0_394.RDa",FALSE
"296","article_0_2_1_0_0_395.RDa",TRUE
"297","article_0_2_1_0_0_396.RDa",FALSE
"298","article_0_2_1_0_0_397.RDa",FALSE
"299","article_0_2_1_0_0_398.RDa",TRUE
"300","article_0_2_1_0_0_399.RDa",FALSE
"301","article_0_2_1_0_1_400.RDa",FALSE
"302","article_0_2_1_0_1_401.RDa",FALSE
"303","article_0_2_1_0_1_402.RDa",FALSE
"304","article_0_2_1_0_1_403.RDa",FALSE
"305","article_0_2_1_0_1_404.RDa",FALSE
"306","article_0_2_1_0_1_405.RDa",FALSE
"307","article_0_2_1_0_1_406.RDa",FALSE
"308","article_0_2_1_0_1_407.RDa",TRUE
"309","article_0_2_1_0_1_408.RDa",TRUE
"310","article_0_2_1_0_1_409.RDa",FALSE
"311","article_0_2_1_0_1_410.RDa",FALSE
"312","article_0_2_1_0_1_411.RDa",FALSE
"313","article_0_2_1_0_1_412.RDa",FALSE
"314","article_0_2_1_0_1_413.RDa",TRUE
"315","article_0_2_1_0_1_414.RDa",FALSE
"316","article_0_2_1_0_1_415.RDa",TRUE
"317","article_0_2_1_0_1_416.RDa",FALSE
"318","article_0_2_1_0_1_417.RDa",FALSE
"319","article_0_2_1_0_1_418.RDa",FALSE
"320","article_0_2_1_0_1_419.RDa",TRUE
"321","article_0_2_2_0_0_420.RDa",FALSE
"322","article_0_2_2_0_0_421.RDa",FALSE
"323","article_0_2_2_0_0_422.RDa",TRUE
"324","article_0_2_2_0_0_423.RDa",TRUE
"325","article_0_2_2_0_0_424.RDa",TRUE
"326","article_0_2_2_0_0_425.RDa",TRUE
"327","article_0_2_2_0_0_426.RDa",FALSE
"328","article_0_2_2_0_0_427.RDa",FALSE
"329","article_0_2_2_0_0_428.RDa",TRUE
"330","article_0_2_2_0_0_429.RDa",FALSE
"331","article_0_2_2_0_0_430.RDa",FALSE
"332","article_0_2_2_0_0_431.RDa",TRUE
"333","article_0_2_2_0_0_432.RDa",FALSE
"334","article_0_2_2_0_0_433.RDa",TRUE
"335","article_0_2_2_0_0_434.RDa",FALSE
"336","article_0_2_2_0_0_435.RDa",TRUE
"337","article_0_2_2_0_0_436.RDa",TRUE
"338","article_0_2_2_0_0_437.RDa",TRUE
"339","article_0_2_2_0_0_438.RDa",FALSE
"340","article_0_2_2_0_0_439.RDa",FALSE
"341","article_0_2_2_0_1_440.RDa",TRUE
"342","article_0_2_2_0_1_441.RDa",FALSE
"343","article_0_2_2_0_1_442.RDa",TRUE
"344","article_0_2_2_0_1_443.RDa",FALSE
"345","article_0_2_2_0_1_444.RDa",FALSE
"346","article_0_2_2_0_1_445.RDa",FALSE
"347","article_0_2_2_0_1_446.RDa",TRUE
"348","article_0_2_2_0_1_447.RDa",FALSE
"349","article_0_2_2_0_1_448.RDa",FALSE
"350","article_0_2_2_0_1_449.RDa",TRUE
"351","article_0_2_2_0_1_450.RDa",FALSE
"352","article_0_2_2_0_1_451.RDa",FALSE
"353","article_0_2_2_0_1_452.RDa",FALSE
"354","article_0_2_2_0_1_453.RDa",FALSE
"355","article_0_2_2_0_1_454.RDa",FALSE
"356","article_0_2_2_0_1_455.RDa",TRUE
"357","article_0_2_2_0_1_456.RDa",FALSE
"358","article_0_2_2_0_1_457.RDa",TRUE
"359","article_0_2_2_0_1_458.RDa",TRUE
"360","article_0_2_2_0_1_459.RDa",FALSE
"361","article_0_3_0_0_0_460.RDa",TRUE
"362","article_0_3_0_0_0_461.RDa",TRUE
"363","article_0_3_0_0_0_462.RDa",TRUE
"364","article_0_3_0_0_0_463.RDa",TRUE
"365","article_0_3_0_0_0_464.RDa",TRUE
"366","article_0_3_0_0_0_465.RDa",TRUE
"367","article_0_3_0_0_0_466.RDa",TRUE
"368","article_0_3_0_0_0_467.RDa",TRUE
"369","article_0_3_0_0_0_468.RDa",TRUE
"370","article_0_3_0_0_0_469.RDa",TRUE
"371","article_0_3_0_0_0_470.RDa",TRUE
"372","article_0_3_0_0_0_471.RDa",TRUE
"373","article_0_3_0_0_0_472.RDa",TRUE
"374","article_0_3_0_0_0_473.RDa",TRUE
"375","article_0_3_0_0_0_474.RDa",TRUE
"376","article_0_3_0_0_0_475.RDa",TRUE
"377","article_0_3_0_0_0_476.RDa",TRUE
"378","article_0_3_0_0_0_477.RDa",TRUE
"379","article_0_3_0_0_0_478.RDa",TRUE
"380","article_0_3_0_0_0_479.RDa",TRUE
"381","article_0_3_0_0_1_480.RDa",TRUE
"382","article_0_3_0_0_1_481.RDa",TRUE
"383","article_0_3_0_0_1_482.RDa",TRUE
"384","article_0_3_0_0_1_483.RDa",TRUE
"385","article_0_3_0_0_1_484.RDa",TRUE
"386","article_0_3_0_0_1_485.RDa",TRUE
"387","article_0_3_0_0_1_486.RDa",TRUE
"388","article_0_3_0_0_1_487.RDa",TRUE
"389","article_0_3_0_0_1_488.RDa",TRUE
"390","article_0_3_0_0_1_489.RDa",TRUE
"391","article_0_3_0_0_1_490.RDa",TRUE
"392","article_0_3_0_0_1_491.RDa",TRUE
"393","article_0_3_0_0_1_492.RDa",TRUE
"394","article_0_3_0_0_1_493.RDa",TRUE
"395","article_0_3_0_0_1_494.RDa",TRUE
"396","article_0_3_0_0_1_495.RDa",TRUE
"397","article_0_3_0_0_1_496.RDa",TRUE
"398","article_0_3_0_0_1_497.RDa",TRUE
"399","article_0_3_0_0_1_498.RDa",TRUE
"400","article_0_3_0_0_1_499.RDa",TRUE
"401","article_0_3_1_0_0_500.RDa",TRUE
"402","article_0_3_1_0_0_501.RDa",TRUE
"403","article_0_3_1_0_0_502.RDa",TRUE
"404","article_0_3_1_0_0_503.RDa",TRUE
"405","article_0_3_1_0_0_504.RDa",TRUE
"406","article_0_3_1_0_0_505.RDa",TRUE
"407","article_0_3_1_0_0_506.RDa",TRUE
"408","article_0_3_1_0_0_507.RDa",TRUE
"409","article_0_3_1_0_0_508.RDa",TRUE
"410","article_0_3_1_0_0_509.RDa",TRUE
"411","article_0_3_1_0_0_510.RDa",TRUE
"412","article_0_3_1_0_0_511.RDa",TRUE
"413","article_0_3_1_0_0_512.RDa",TRUE
"414","article_0_3_1_0_0_513.RDa",TRUE
"415","article_0_3_1_0_0_514.RDa",TRUE
"416","article_0_3_1_0_0_515.RDa",TRUE
"417","article_0_3_1_0_0_516.RDa",TRUE
"418","article_0_3_1_0_0_517.RDa",TRUE
"419","article_0_3_1_0_0_518.RDa",TRUE
"420","article_0_3_1_0_0_519.RDa",TRUE
"421","article_0_3_1_0_1_520.RDa",TRUE
"422","article_0_3_1_0_1_521.RDa",NA
"423","article_0_3_1_0_1_522.RDa",TRUE
"424","article_0_3_1_0_1_523.RDa",TRUE
"425","article_0_3_1_0_1_524.RDa",TRUE
"426","article_0_3_1_0_1_525.RDa",TRUE
"427","article_0_3_1_0_1_526.RDa",TRUE
"428","article_0_3_1_0_1_527.RDa",TRUE
"429","article_0_3_1_0_1_528.RDa",TRUE
"430","article_0_3_1_0_1_529.RDa",TRUE
"431","article_0_3_1_0_1_530.RDa",TRUE
"432","article_0_3_1_0_1_531.RDa",TRUE
"433","article_0_3_1_0_1_532.RDa",TRUE
"434","article_0_3_1_0_1_533.RDa",TRUE
"435","article_0_3_1_0_1_534.RDa",TRUE
"436","article_0_3_1_0_1_535.RDa",TRUE
"437","article_0_3_1_0_1_536.RDa",TRUE
"438","article_0_3_1_0_1_537.RDa",TRUE
"439","article_0_3_1_0_1_538.RDa",TRUE
"440","article_0_3_1_0_1_539.RDa",TRUE
"441","article_0_3_2_0_0_540.RDa",TRUE
"442","article_0_3_2_0_0_541.RDa",TRUE
"443","article_0_3_2_0_0_542.RDa",TRUE
"444","article_0_3_2_0_0_543.RDa",TRUE
"445","article_0_3_2_0_0_544.RDa",TRUE
"446","article_0_3_2_0_0_545.RDa",TRUE
"447","article_0_3_2_0_0_546.RDa",TRUE
"448","article_0_3_2_0_0_547.RDa",TRUE
"449","article_0_3_2_0_0_548.RDa",TRUE
"450","article_0_3_2_0_0_549.RDa",TRUE
"451","article_0_3_2_0_0_550.RDa",TRUE
"452","article_0_3_2_0_0_551.RDa",TRUE
"453","article_0_3_2_0_0_552.RDa",TRUE
"454","article_0_3_2_0_0_553.RDa",TRUE
"455","article_0_3_2_0_0_554.RDa",TRUE
"456","article_0_3_2_0_0_555.RDa",TRUE
"457","article_0_3_2_0_0_556.RDa",TRUE
"458","article_0_3_2_0_0_557.RDa",TRUE
"459","article_0_3_2_0_0_558.RDa",TRUE
"460","article_0_3_2_0_0_559.RDa",TRUE
"461","article_0_3_2_0_1_560.RDa",TRUE
"462","article_0_3_2_0_1_561.RDa",TRUE
"463","article_0_3_2_0_1_562.RDa",TRUE
"464","article_0_3_2_0_1_563.RDa",TRUE
"465","article_0_3_2_0_1_564.RDa",TRUE
"466","article_0_3_2_0_1_565.RDa",TRUE
"467","article_0_3_2_0_1_566.RDa",TRUE
"468","article_0_3_2_0_1_567.RDa",TRUE
"469","article_0_3_2_0_1_568.RDa",NA
"470","article_0_3_2_0_1_569.RDa",TRUE
"471","article_0_3_2_0_1_570.RDa",TRUE
"472","article_0_3_2_0_1_571.RDa",TRUE
"473","article_0_3_2_0_1_572.RDa",TRUE
"474","article_0_3_2_0_1_573.RDa",TRUE
"475","article_0_3_2_0_1_574.RDa",TRUE
"476","article_0_3_2_0_1_575.RDa",TRUE
"477","article_0_3_2_0_1_576.RDa",TRUE
"478","article_0_3_2_0_1_577.RDa",TRUE
"479","article_0_3_2_0_1_578.RDa",TRUE
"480","article_0_3_2_0_1_579.RDa",TRUE
"481","article_1_0_0_0_0_580.RDa",FALSE
"482","article_1_0_0_0_0_581.RDa",FALSE
"483","article_1_0_0_0_0_582.RDa",FALSE
"484","article_1_0_0_0_0_583.RDa",FALSE
"485","article_1_0_0_0_0_584.RDa",FALSE
"486","article_1_0_0_0_0_585.RDa",FALSE
"487","article_1_0_0_0_0_586.RDa",FALSE
"488","article_1_0_0_0_0_587.RDa",FALSE
"489","article_1_0_0_0_0_588.RDa",FALSE
"490","article_1_0_0_0_0_589.RDa",FALSE
"491","article_1_0_0_0_0_590.RDa",FALSE
"492","article_1_0_0_0_0_591.RDa",FALSE
"493","article_1_0_0_0_0_592.RDa",FALSE
"494","article_1_0_0_0_0_593.RDa",FALSE
"495","article_1_0_0_0_0_594.RDa",FALSE
"496","article_1_0_0_0_0_595.RDa",FALSE
"497","article_1_0_0_0_0_596.RDa",FALSE
"498","article_1_0_0_0_0_597.RDa",FALSE
"499","article_1_0_0_0_0_598.RDa",FALSE
"500","article_1_0_0_0_0_599.RDa",FALSE
"501","article_1_0_0_0_1_600.RDa",FALSE
"502","article_1_0_0_0_1_601.RDa",FALSE
"503","article_1_0_0_0_1_602.RDa",FALSE
"504","article_1_0_0_0_1_603.RDa",FALSE
"505","article_1_0_0_0_1_604.RDa",NA
"506","article_1_0_0_0_1_605.RDa",FALSE
"507","article_1_0_0_0_1_606.RDa",FALSE
"508","article_1_0_0_0_1_607.RDa",FALSE
"509","article_1_0_0_0_1_608.RDa",FALSE
"510","article_1_0_0_0_1_609.RDa",FALSE
"511","article_1_0_0_0_1_610.RDa",FALSE
"512","article_1_0_0_0_1_611.RDa",FALSE
"513","article_1_0_0_0_1_612.RDa",FALSE
"514","article_1_0_0_0_1_613.RDa",FALSE
"515","article_1_0_0_0_1_614.RDa",FALSE
"516","article_1_0_0_0_1_615.RDa",FALSE
"517","article_1_0_0_0_1_616.RDa",FALSE
"518","article_1_0_0_0_1_617.RDa",FALSE
"519","article_1_0_0_0_1_618.RDa",FALSE
"520","article_1_0_0_0_1_619.RDa",FALSE
"521","article_1_0_1_0_0_620.RDa",FALSE
"522","article_1_0_1_0_0_621.RDa",FALSE
"523","article_1_0_1_0_0_622.RDa",FALSE
"524","article_1_0_1_0_0_623.RDa",FALSE
"525","article_1_0_1_0_0_624.RDa",FALSE
"526","article_1_0_1_0_0_625.RDa",FALSE
"527","article_1_0_1_0_0_626.RDa",FALSE
"528","article_1_0_1_0_0_627.RDa",FALSE
"529","article_1_0_1_0_0_628.RDa",FALSE
"530","article_1_0_1_0_0_629.RDa",FALSE
"531","article_1_0_1_0_0_630.RDa",FALSE
"532","article_1_0_1_0_0_631.RDa",FALSE
"533","article_1_0_1_0_0_632.RDa",FALSE
"534","article_1_0_1_0_0_633.RDa",FALSE
"535","article_1_0_1_0_0_634.RDa",FALSE
"536","article_1_0_1_0_0_635.RDa",FALSE
"537","article_1_0_1_0_0_636.RDa",FALSE
