"","filename","operator","p","accept","reject","acceptFC","rejectFC","rejectIv","rejectOp"
"23","article_0_0_0_0_0_100_1_2_1.xml.state","narrow.t",NA,14549,177906,13888,173097,0,0
"24","article_0_0_0_0_0_100_1_2_1.xml.state","wide.t",NA,59,38437,48,37302,19571,19571
"25","article_0_0_0_0_0_100_1_2_1.xml.state","WilsonBalding.t",NA,59,38222,35,37155,3169,3169
"26","article_0_0_0_0_0_100_1_2_1.xml.state","BirthRateScaler.t",0.445687308143738,10554,27638,9846,27242,0,0
"27","article_0_0_0_0_0_100_1_2_1.xml.state","DeathRateScaler.t",0.188735858784846,13606,24543,12664,24373,946,946
"28","article_0_0_0_0_0_100_1_2_2.xml.state","treeScaler.t",0.863447606642116,3270,34607,3235,33541,0,0
"29","article_0_0_0_0_0_100_1_2_2.xml.state","treeRootScaler.t",0.806428391188078,4582,33729,4525,32699,683,683
"30","article_0_0_0_0_0_100_1_2_2.xml.state","UniformOperator.t",NA,66995,318311,64639,309559,0,0
"31","article_0_0_0_0_0_100_1_2_2.xml.state","SubtreeSlide.t",0.157732809852273,13067,179366,12948,173965,42640,42640
"32","article_0_0_0_0_0_100_1_2_2.xml.state","narrow.t",NA,15292,177045,14591,172182,0,0
"33","article_0_0_0_0_0_100_1_2_2.xml.state","wide.t",NA,45,38220,34,37168,19419,19419
"34","article_0_0_0_0_0_100_1_2_2.xml.state","WilsonBalding.t",NA,58,38469,38,37351,3158,3158
"35","article_0_0_0_0_0_100_1_2_2.xml.state","BirthRateScaler.t",0.451882052643095,10751,27493,10024,27066,0,0
"36","article_0_0_0_0_0_100_1_2_2.xml.state","DeathRateScaler.t",0.179453872939559,13291,25410,12322,25240,1094,1094
"37","article_0_0_0_0_0_100_2_1_1.xml.state","treeScaler.t",0.868034234065026,3395,34937,3362,33875,0,0
"38","article_0_0_0_0_0_100_2_1_1.xml.state","treeRootScaler.t",0.807976491938959,4669,33897,4614,32839,4376,4376
"39","article_0_0_0_0_0_100_2_1_1.xml.state","UniformOperator.t",NA,66374,317034,64106,308236,0,0
"40","article_0_0_0_0_0_100_2_1_1.xml.state","SubtreeSlide.t",0.138650502080237,14772,177810,14641,172356,38581,38581
"41","article_0_0_0_0_0_100_2_1_1.xml.state","narrow.t",NA,14893,177939,14236,172955,0,0
"42","article_0_0_0_0_0_100_2_1_1.xml.state","wide.t",NA,40,38791,33,37629,19490,19490
"43","article_0_0_0_0_0_100_2_1_1.xml.state","WilsonBalding.t",NA,36,38741,14,37686,3181,3181
"44","article_0_0_0_0_0_100_2_1_1.xml.state","BirthRateScaler.t",0.447174573249603,10706,27489,10001,27101,0,0
"45","article_0_0_0_0_0_100_2_1_1.xml.state","DeathRateScaler.t",0.171960117436554,12315,26163,11374,25989,1563,1563
"46","article_0_0_0_0_0_100_2_1_2.xml.state","treeScaler.t",0.8710389981267,3490,34926,3451,33851,0,0
"47","article_0_0_0_0_0_100_2_1_2.xml.state","treeRootScaler.t",0.792448623234032,4162,34270,4103,33237,5412,5412
"48","article_0_0_0_0_0_100_2_1_2.xml.state","UniformOperator.t",NA,66465,318046,64292,309375,0,0
"49","article_0_0_0_0_0_100_2_1_2.xml.state","SubtreeSlide.t",0.212572564484811,9529,182759,9368,177404,52313,52313
"50","article_0_0_0_0_0_100_2_1_2.xml.state","narrow.t",NA,15044,177537,14363,172713,0,0
"51","article_0_0_0_0_0_100_2_1_2.xml.state","wide.t",NA,52,38721,42,37727,19540,19540
"52","article_0_0_0_0_0_100_2_1_2.xml.state","WilsonBalding.t",NA,33,38271,12,37178,3166,3166
"53","article_0_0_0_0_0_100_2_1_2.xml.state","BirthRateScaler.t",0.448793301230412,10732,27843,10021,27433,0,0
"54","article_0_0_0_0_0_100_2_1_2.xml.state","DeathRateScaler.t",0.173764960810304,12529,25592,11569,25394,1273,1273
"55","article_0_0_0_0_0_100_2_2_1.xml.state","treeScaler.t",0.857433324166244,3197,35096,3153,34034,0,0
"56","article_0_0_0_0_0_100_2_2_1.xml.state","treeRootScaler.t",0.8223658860088,4973,33365,4907,32294,631,631
"57","article_0_0_0_0_0_100_2_2_1.xml.state","UniformOperator.t",NA,69582,315243,67322,306422,0,0
"58","article_0_0_0_0_0_100_2_2_1.xml.state","SubtreeSlide.t",0.237844002447462,8704,184143,8573,178808,56473,56473
"59","article_0_0_0_0_0_100_2_2_1.xml.state","narrow.t",NA,7283,184365,6779,179406,0,0
"60","article_0_0_0_0_0_100_2_2_1.xml.state","wide.t",NA,22,38254,11,37091,19362,19362
"61","article_0_0_0_0_0_100_2_2_1.xml.state","WilsonBalding.t",NA,48,38668,25,37544,3184,3184
"62","article_0_0_0_0_0_100_2_2_1.xml.state","BirthRateScaler.t",0.445854039939551,10633,27901,9886,27517,0,0
"63","article_0_0_0_0_0_100_2_2_1.xml.state","DeathRateScaler.t",0.175809977456255,13025,25499,12073,25291,1155,1155
"64","article_0_0_0_0_0_100_2_2_2.xml.state","treeScaler.t",0.869647462379313,3539,34856,3495,33759,0,0
"65","article_0_0_0_0_0_100_2_2_2.xml.state","treeRootScaler.t",0.797013367901907,4255,34409,4193,33350,1804,1804
"66","article_0_0_0_0_0_100_2_2_2.xml.state","UniformOperator.t",NA,69754,314999,67309,306270,0,0
"67","article_0_0_0_0_0_100_2_2_2.xml.state","SubtreeSlide.t",0.175844891573792,11842,179903,11671,174479,46525,46525
"68","article_0_0_0_0_0_100_2_2_2.xml.state","narrow.t",NA,7447,185524,6899,180477,0,0
"69","article_0_0_0_0_0_100_2_2_2.xml.state","wide.t",NA,28,38222,19,37159,19424,19424
"70","article_0_0_0_0_0_100_2_2_2.xml.state","WilsonBalding.t",NA,61,38756,30,37698,3206,3206
"71","article_0_0_0_0_0_100_2_2_2.xml.state","BirthRateScaler.t",0.448140739811413,10517,27581,9826,27183,0,0
"72","article_0_0_0_0_0_100_2_2_2.xml.state","DeathRateScaler.t",0.182240738393097,13571,24737,12719,24535,964,964
"73","article_0_0_0_0_0_101_1_1_1.xml.state","treeScaler.t",0.876770093296725,2968,35134,2932,34100,0,0
"74","article_0_0_0_0_0_101_1_1_1.xml.state","treeRootScaler.t",0.821732037895763,2466,36196,2433,35155,15742,15742
"75","article_0_0_0_0_0_101_1_1_1.xml.state","UniformOperator.t",NA,79923,304683,77130,296742,0,0
"76","article_0_0_0_0_0_101_1_1_1.xml.state","SubtreeSlide.t",0.20271029733853,10960,180502,10785,175057,48662,48662
"77","article_0_0_0_0_0_101_1_1_1.xml.state","narrow.t",NA,26091,167210,24975,162753,0,0
"78","article_0_0_0_0_0_101_1_1_1.xml.state","wide.t",NA,68,38626,48,37533,19615,19615
"79","article_0_0_0_0_0_101_1_1_1.xml.state","WilsonBalding.t",NA,99,38439,57,37408,2604,2604
"80","article_0_0_0_0_0_101_1_1_1.xml.state","BirthRateScaler.t",0.490214307947028,10229,28049,9561,27599,0,0
"81","article_0_0_0_0_0_101_1_1_1.xml.state","DeathRateScaler.t",0.187545587747675,13276,25082,12410,24829,454,454
"82","article_0_0_0_0_0_101_1_1_2.xml.state","treeScaler.t",0.872525763930714,3047,35412,3007,34345,0,0
"83","article_0_0_0_0_0_101_1_1_2.xml.state","treeRootScaler.t",0.821856057733737,2581,35864,2545,34792,15509,15509
"84","article_0_0_0_0_0_101_1_1_2.xml.state","UniformOperator.t",NA,79925,304000,77167,295865,0,0
"85","article_0_0_0_0_0_101_1_1_2.xml.state","SubtreeSlide.t",0.185546051356527,11913,181061,11728,175585,46285,46285
"86","article_0_0_0_0_0_101_1_1_2.xml.state","narrow.t",NA,25953,166090,24951,161619,0,0
"87","article_0_0_0_0_0_101_1_1_2.xml.state","wide.t",NA,67,38463,50,37369,19500,19500
"88","article_0_0_0_0_0_101_1_1_2.xml.state","WilsonBalding.t",NA,107,38650,62,37581,2543,2543
"89","article_0_0_0_0_0_101_1_1_2.xml.state","BirthRateScaler.t",0.499853277128731,10859,27551,10281,27089,0,0
"90","article_0_0_0_0_0_101_1_1_2.xml.state","DeathRateScaler.t",0.160135527635137,11706,26752,10794,26580,889,889
"91","article_0_0_0_0_0_101_1_2_1.xml.state","treeScaler.t",0.864229789458322,2826,35690,2782,34641,0,0
"92","article_0_0_0_0_0_101_1_2_1.xml.state","treeRootScaler.t",0.772661085373834,2277,36159,2217,35107,15062,15062
"93","article_0_0_0_0_0_101_1_2_1.xml.state","UniformOperator.t",NA,77496,307137,74728,298890,0,0
"94","article_0_0_0_0_0_101_1_2_1.xml.state","SubtreeSlide.t",0.181355753894177,12217,180506,12027,175101,46207,46207
"95","article_0_0_0_0_0_101_1_2_1.xml.state","narrow.t",NA,20126,171988,19091,167485,0,0
"96","article_0_0_0_0_0_101_1_2_1.xml.state","wide.t",NA,62,38033,36,36930,18936,18936
"97","article_0_0_0_0_0_101_1_2_1.xml.state","WilsonBalding.t",NA,114,38378,71,37273,2501,2501
"98","article_0_0_0_0_0_101_1_2_1.xml.state","BirthRateScaler.t",0.477994165239778,9804,28300,9190,27833,0,0
"99","article_0_0_0_0_0_101_1_2_1.xml.state","DeathRateScaler.t",0.168323848497492,12263,26625,11370,26398,732,732
"100","article_0_0_0_0_0_101_1_2_2.xml.state","treeScaler.t",0.872466050289476,3007,35293,2968,34192,0,0
"101","article_0_0_0_0_0_101_1_2_2.xml.state","treeRootScaler.t",0.788548614463264,2335,36105,2296,34998,15303,15303
"102","article_0_0_0_0_0_101_1_2_2.xml.state","UniformOperator.t",NA,78243,307230,75455,298746,0,0
"103","article_0_0_0_0_0_101_1_2_2.xml.state","SubtreeSlide.t",0.310020648479772,6968,185002,6803,179660,62325,62325
"104","article_0_0_0_0_0_101_1_2_2.xml.state","narrow.t",NA,20407,172079,19422,167376,0,0
"105","article_0_0_0_0_0_101_1_2_2.xml.state","wide.t",NA,49,38315,36,37207,19237,19237
"106","article_0_0_0_0_0_101_1_2_2.xml.state","WilsonBalding.t",NA,102,38330,64,37245,2565,2565
"107","article_0_0_0_0_0_101_1_2_2.xml.state","BirthRateScaler.t",0.502630642069829,10887,27426,10263,26931,0,0
"108","article_0_0_0_0_0_101_1_2_2.xml.state","DeathRateScaler.t",0.181897079373225,13098,25125,12153,24981,598,598
"109","article_0_0_0_0_0_101_2_1_1.xml.state","treeScaler.t",0.867846094625944,2901,35741,2856,34621,0,0
"110","article_0_0_0_0_0_101_2_1_1.xml.state","treeRootScaler.t",0.779248926092054,2009,36287,1966,35192,15323,15323
"111","article_0_0_0_0_0_101_2_1_1.xml.state","UniformOperator.t",NA,74858,309745,72213,301230,0,0
"112","article_0_0_0_0_0_101_2_1_1.xml.state","SubtreeSlide.t",0.155675402988824,14370,178073,14185,172754,41403,41403
"113","article_0_0_0_0_0_101_2_1_1.xml.state","narrow.t",NA,19885,172384,18958,167891,0,0
"114","article_0_0_0_0_0_101_2_1_1.xml.state","wide.t",NA,66,38507,56,37442,19405,19405
"115","article_0_0_0_0_0_101_2_1_1.xml.state","WilsonBalding.t",NA,103,38128,52,37015,2436,2436
"116","article_0_0_0_0_0_101_2_1_1.xml.state","BirthRateScaler.t",0.492848736084188,10422,27899,9779,27447,0,0
"117","article_0_0_0_0_0_101_2_1_1.xml.state","DeathRateScaler.t",0.166480222576769,12407,26216,11463,26060,716,716
"118","article_0_0_0_0_0_101_2_1_2.xml.state","treeScaler.t",0.878058453685694,3192,35118,3158,34023,0,0
"119","article_0_0_0_0_0_101_2_1_2.xml.state","treeRootScaler.t",0.796308327450612,2104,36263,2069,35290,15552,15552
"120","article_0_0_0_0_0_101_2_1_2.xml.state","UniformOperator.t",NA,74859,310045,72215,301375,0,0
"121","article_0_0_0_0_0_101_2_1_2.xml.state","SubtreeSlide.t",0.161161313081768,13700,179165,13546,173689,42315,42315
"122","article_0_0_0_0_0_101_2_1_2.xml.state","narrow.t",NA,20301,171751,19263,167243,0,0
"123","article_0_0_0_0_0_101_2_1_2.xml.state","wide.t",NA,52,38234,34,37145,19504,19504
"124","article_0_0_0_0_0_101_2_1_2.xml.state","WilsonBalding.t",NA,93,37999,57,36934,2547,2547
"125","article_0_0_0_0_0_101_2_1_2.xml.state","BirthRateScaler.t",0.505963111425263,11178,27387,10491,26948,0,0
"126","article_0_0_0_0_0_101_2_1_2.xml.state","DeathRateScaler.t",0.182972064862167,13314,25246,12367,25085,462,462
"127","article_0_0_0_0_0_101_2_2_1.xml.state","treeScaler.t",0.872707704986574,3059,35267,3024,34195,0,0
"128","article_0_0_0_0_0_101_2_2_1.xml.state","treeRootScaler.t",0.818089931782438,2781,35695,2742,34629,15202,15202
"129","article_0_0_0_0_0_101_2_2_1.xml.state","UniformOperator.t",NA,74714,309915,71915,301530,0,0
"130","article_0_0_0_0_0_101_2_2_1.xml.state","SubtreeSlide.t",0.286668828669626,7724,184780,7547,179373,59742,59742
"131","article_0_0_0_0_0_101_2_2_1.xml.state","narrow.t",NA,19651,172743,18618,168115,0,0
"132","article_0_0_0_0_0_101_2_2_1.xml.state","wide.t",NA,61,38502,38,37379,19466,19466
"133","article_0_0_0_0_0_101_2_2_1.xml.state","WilsonBalding.t",NA,75,38369,28,37288,2424,2424
"134","article_0_0_0_0_0_101_2_2_1.xml.state","BirthRateScaler.t",0.489220770314473,10481,27622,9866,27164,0,0
"135","article_0_0_0_0_0_101_2_2_1.xml.state","DeathRateScaler.t",0.174139926096914,12754,25808,11756,25675,634,634
"136","article_0_0_0_0_0_101_2_2_2.xml.state","treeScaler.t",0.873712957906744,3051,35570,2998,34504,0,0
"137","article_0_0_0_0_0_101_2_2_2.xml.state","treeRootScaler.t",0.793235553198422,2400,36153,2346,35094,15257,15257
"138","article_0_0_0_0_0_101_2_2_2.xml.state","UniformOperator.t",NA,74508,310462,71840,301852,0,0
"139","article_0_0_0_0_0_101_2_2_2.xml.state","SubtreeSlide.t",0.187630570879186,11990,179392,11786,174059,46162,46162
"140","article_0_0_0_0_0_101_2_2_2.xml.state","narrow.t",NA,19790,172477,18911,167617,0,0
"141","article_0_0_0_0_0_101_2_2_2.xml.state","wide.t",NA,59,38846,42,37698,19511,19511
"142","article_0_0_0_0_0_101_2_2_2.xml.state","WilsonBalding.t",NA,78,37996,32,36925,2488,2488
"143","article_0_0_0_0_0_101_2_2_2.xml.state","BirthRateScaler.t",0.491477939465896,10607,28125,9965,27660,0,0
"144","article_0_0_0_0_0_101_2_2_2.xml.state","DeathRateScaler.t",0.17283262784657,12412,26085,11555,25816,652,652
"145","article_0_0_0_0_0_102_1_1_1.xml.state","treeScaler.t",0.841920942355408,4146,34396,4108,33289,0,0
"146","article_0_0_0_0_0_102_1_1_1.xml.state","treeRootScaler.t",0.742638933561962,3915,34527,3859,33492,12111,12111
"147","article_0_0_0_0_0_102_1_1_1.xml.state","UniformOperator.t",NA,81156,303583,78612,294950,0,0
"148","article_0_0_0_0_0_102_1_1_1.xml.state","SubtreeSlide.t",0.164911084295802,14409,178326,14317,172855,42273,42273
"149","article_0_0_0_0_0_102_1_1_1.xml.state","narrow.t",NA,8799,183243,8537,178077,0,0
"150","article_0_0_0_0_0_102_1_1_1.xml.state","wide.t",NA,56,38295,50,37232,19685,19685
"151","article_0_0_0_0_0_102_1_1_1.xml.state","WilsonBalding.t",NA,39,38287,29,37132,5776,5776
"152","article_0_0_0_0_0_102_1_1_1.xml.state","BirthRateScaler.t",0.342896021830663,11139,27247,10362,26955,0,0
"153","article_0_0_0_0_0_102_1_1_1.xml.state","DeathRateScaler.t",0.170706697238908,12557,25881,11575,25731,4901,4901
"154","article_0_0_0_0_0_102_1_1_2.xml.state","treeScaler.t",0.844593688959345,4209,34402,4158,33355,0,0
"155","article_0_0_0_0_0_102_1_1_2.xml.state","treeRootScaler.t",0.758836097614892,4145,34181,4084,33211,11950,11950
"156","article_0_0_0_0_0_102_1_1_2.xml.state","UniformOperator.t",NA,81302,302710,78869,294064,0,0
"157","article_0_0_0_0_0_102_1_1_2.xml.state","SubtreeSlide.t",0.162875982272705,14645,177936,14545,172346,42259,42259
"158","article_0_0_0_0_0_102_1_1_2.xml.state","narrow.t",NA,9116,183220,8782,178071,0,0
"159","article_0_0_0_0_0_102_1_1_2.xml.state","wide.t",NA,60,38382,57,37290,19695,19695
"160","article_0_0_0_0_0_102_1_1_2.xml.state","WilsonBalding.t",NA,51,38329,43,37217,5739,5739
"161","article_0_0_0_0_0_102_1_1_2.xml.state","BirthRateScaler.t",0.360904524375996,11902,26563,11065,26280,0,0
"162","article_0_0_0_0_0_102_1_1_2.xml.state","DeathRateScaler.t",0.162552066516354,12480,26368,11560,26224,4839,4839
"163","article_0_0_0_0_0_102_1_2_1.xml.state","treeScaler.t",0.844108199256812,4369,34148,4329,33046,0,0
"164","article_0_0_0_0_0_102_1_2_1.xml.state","treeRootScaler.t",0.769521457368918,4488,33737,4424,32664,11722,11722
"165","article_0_0_0_0_0_102_1_2_1.xml.state","UniformOperator.t",NA,82453,302850,79961,294208,0,0
"166","article_0_0_0_0_0_102_1_2_1.xml.state","SubtreeSlide.t",0.166370148054791,14167,178374,14061,172959,42662,42662
"167","article_0_0_0_0_0_102_1_2_1.xml.state","narrow.t",NA,9576,182098,9206,176957,0,0
"168","article_0_0_0_0_0_102_1_2_1.xml.state","wide.t",NA,72,38316,68,37238,19531,19531
"169","article_0_0_0_0_0_102_1_2_1.xml.state","WilsonBalding.t",NA,59,38218,46,37136,5801,5801
"170","article_0_0_0_0_0_102_1_2_1.xml.state","BirthRateScaler.t",0.347358442958912,11288,27222,10505,26895,0,0
"171","article_0_0_0_0_0_102_1_2_1.xml.state","DeathRateScaler.t",0.175284651140062,12971,25595,12056,25420,4843,4843
"172","article_0_0_0_0_0_102_1_2_2.xml.state","treeScaler.t",0.84880078255099,4304,33971,4264,32930,0,0
"173","article_0_0_0_0_0_102_1_2_2.xml.state","treeRootScaler.t",0.767533773825779,4512,34233,4455,33147,11800,11800
"174","article_0_0_0_0_0_102_1_2_2.xml.state","UniformOperator.t",NA,82441,302809,79895,294198,0,0
"175","article_0_0_0_0_0_102_1_2_2.xml.state","SubtreeSlide.t",0.218855484423713,11004,181187,10892,175713,50261,50261
"176","article_0_0_0_0_0_102_1_2_2.xml.state","narrow.t",NA,9300,182159,8944,176922,0,0
"177","article_0_0_0_0_0_102_1_2_2.xml.state","wide.t",NA,67,38256,63,37103,19650,19650
"178","article_0_0_0_0_0_102_1_2_2.xml.state","WilsonBalding.t",NA,53,38612,41,37463,5804,5804
"179","article_0_0_0_0_0_102_1_2_2.xml.state","BirthRateScaler.t",0.349203828222004,11308,27276,10516,26949,0,0
"180","article_0_0_0_0_0_102_1_2_2.xml.state","DeathRateScaler.t",0.16814785698338,12207,26302,11316,26121,5364,5364
"181","article_0_0_0_0_0_102_2_1_1.xml.state","treeScaler.t",0.847627843624205,4225,33936,4181,32871,0,0
"182","article_0_0_0_0_0_102_2_1_1.xml.state","treeRootScaler.t",0.756785187075571,4325,34005,4256,32956,9674,9674
"183","article_0_0_0_0_0_102_2_1_1.xml.state","UniformOperator.t",NA,81392,303884,79020,295255,0,0
"184","article_0_0_0_0_0_102_2_1_1.xml.state","SubtreeSlide.t",0.199730250958687,11730,180643,11645,175206,46772,46772
"185","article_0_0_0_0_0_102_2_1_1.xml.state","narrow.t",NA,13199,178918,12733,173855,0,0
"186","article_0_0_0_0_0_102_2_1_1.xml.state","wide.t",NA,77,38195,68,37042,19496,19496
"187","article_0_0_0_0_0_102_2_1_1.xml.state","WilsonBalding.t",NA,68,38438,61,37322,5705,5705
"188","article_0_0_0_0_0_102_2_1_1.xml.state","BirthRateScaler.t",0.333057167179754,10902,27877,10034,27592,0,0
"189","article_0_0_0_0_0_102_2_1_1.xml.state","DeathRateScaler.t",0.1835021801278,13159,25028,12259,24830,4105,4105
"190","article_0_0_0_0_0_102_2_1_2.xml.state","treeScaler.t",0.852612795097094,4435,34067,4406,32971,0,0
"191","article_0_0_0_0_0_102_2_1_2.xml.state","treeRootScaler.t",0.713816497506181,3603,34786,3533,33712,10378,10378
"192","article_0_0_0_0_0_102_2_1_2.xml.state","UniformOperator.t",NA,81781,303860,79361,295270,0,0
"193","article_0_0_0_0_0_102_2_1_2.xml.state","SubtreeSlide.t",0.19024393869621,12278,179179,12174,173822,45133,45133
"194","article_0_0_0_0_0_102_2_1_2.xml.state","narrow.t",NA,13230,179156,12791,174113,0,0
"195","article_0_0_0_0_0_102_2_1_2.xml.state","wide.t",NA,94,38520,89,37435,19599,19599
"196","article_0_0_0_0_0_102_2_1_2.xml.state","WilsonBalding.t",NA,65,38427,56,37306,5754,5754
"197","article_0_0_0_0_0_102_2_1_2.xml.state","BirthRateScaler.t",0.355930825213325,11757,26414,10969,26103,0,0
"198","article_0_0_0_0_0_102_2_1_2.xml.state","DeathRateScaler.t",0.176732423339323,12951,25398,11924,25253,4262,4262
"199","article_0_0_0_0_0_102_2_2_1.xml.state","treeScaler.t",0.849269522889589,4440,34193,4395,33072,0,0
"200","article_0_0_0_0_0_102_2_2_1.xml.state","treeRootScaler.t",0.768102047668712,4616,33948,4553,32885,10127,10127
"201","article_0_0_0_0_0_102_2_2_1.xml.state","UniformOperator.t",NA,77192,307320,74888,298698,0,0
"202","article_0_0_0_0_0_102_2_2_1.xml.state","SubtreeSlide.t",0.18338913192781,12537,179756,12443,174313,44408,44408
"203","article_0_0_0_0_0_102_2_2_1.xml.state","narrow.t",NA,15936,176153,15474,171041,0,0
"204","article_0_0_0_0_0_102_2_2_1.xml.state","wide.t",NA,100,38447,96,37362,19543,19543
"205","article_0_0_0_0_0_102_2_2_1.xml.state","WilsonBalding.t",NA,47,38619,43,37491,5645,5645
"206","article_0_0_0_0_0_102_2_2_1.xml.state","BirthRateScaler.t",0.35734359971315,11778,26425,10987,26139,0,0
"207","article_0_0_0_0_0_102_2_2_1.xml.state","DeathRateScaler.t",0.167891734828455,12331,26163,11422,25977,4850,4850
"208","article_0_0_0_0_0_102_2_2_2.xml.state","treeScaler.t",0.84482606184554,4134,33852,4086,32787,0,0
"209","article_0_0_0_0_0_102_2_2_2.xml.state","treeRootScaler.t",0.745360005523029,3906,34437,3854,33384,10533,10533
"210","article_0_0_0_0_0_102_2_2_2.xml.state","UniformOperator.t",NA,76479,307892,74141,299079,0,0
"211","article_0_0_0_0_0_102_2_2_2.xml.state","SubtreeSlide.t",0.264277983347965,8716,183781,8613,178321,55350,55350
"212","article_0_0_0_0_0_102_2_2_2.xml.state","narrow.t",NA,16433,176374,15850,171437,0,0
"213","article_0_0_0_0_0_102_2_2_2.xml.state","wide.t",NA,111,37966,99,36833,19473,19473
"214","article_0_0_0_0_0_102_2_2_2.xml.state","WilsonBalding.t",NA,62,38561,53,37460,5767,5767
"215","article_0_0_0_0_0_102_2_2_2.xml.state","BirthRateScaler.t",0.349158850522798,11919,27071,11136,26780,0,0
"216","article_0_0_0_0_0_102_2_2_2.xml.state","DeathRateScaler.t",0.169705868773081,12241,26066,11253,25908,5574,5574
"217","article_0_0_0_0_0_103_1_1_1.xml.state","treeScaler.t",0.852682901533758,3789,34499,3757,33469,0,0
"218","article_0_0_0_0_0_103_1_1_1.xml.state","treeRootScaler.t",0.722037884329085,3893,34555,3813,33497,6953,6953
"219","article_0_0_0_0_0_103_1_1_1.xml.state","UniformOperator.t",NA,67918,317044,65793,308112,0,0
"220","article_0_0_0_0_0_103_1_1_1.xml.state","SubtreeSlide.t",0.161642520896461,12369,180082,12256,174591,46263,46263
"221","article_0_0_0_0_0_103_1_1_1.xml.state","narrow.t",NA,17638,174380,16916,169595,0,0
"222","article_0_0_0_0_0_103_1_1_1.xml.state","wide.t",NA,61,38244,56,37128,19603,19603
"223","article_0_0_0_0_0_103_1_1_1.xml.state","WilsonBalding.t",NA,64,38681,48,37529,4154,4154
"224","article_0_0_0_0_0_103_1_1_1.xml.state","BirthRateScaler.t",0.414304790006597,11394,27106,10645,26770,0,0
"225","article_0_0_0_0_0_103_1_1_1.xml.state","DeathRateScaler.t",0.162724466076364,12197,26087,11258,25914,3271,3271
"226","article_0_0_0_0_0_103_1_1_2.xml.state","treeScaler.t",0.846743351879129,3563,34904,3537,33819,0,0
"227","article_0_0_0_0_0_103_1_1_2.xml.state","treeRootScaler.t",0.784576089243105,5385,33304,5319,32299,4472,4472
"228","article_0_0_0_0_0_103_1_1_2.xml.state","UniformOperator.t",NA,68462,316926,66298,307890,0,0
"229","article_0_0_0_0_0_103_1_1_2.xml.state","SubtreeSlide.t",0.160483283023317,12318,179519,12220,174002,45734,45734
"230","article_0_0_0_0_0_103_1_1_2.xml.state","narrow.t",NA,17251,174178,16681,169161,0,0
"231","article_0_0_0_0_0_103_1_1_2.xml.state","wide.t",NA,76,38443,66,37331,19663,19663
"232","article_0_0_0_0_0_103_1_1_2.xml.state","WilsonBalding.t",NA,53,38722,38,37650,4196,4196
"233","article_0_0_0_0_0_103_1_1_2.xml.state","BirthRateScaler.t",0.385184988484018,9948,28436,9252,28033,0,0
"234","article_0_0_0_0_0_103_1_1_2.xml.state","DeathRateScaler.t",0.168194808450444,12681,25832,11717,25690,3012,3012
