"","filename","sti","ai","pi","posterior","likelihood","prior","treeLikelihood","TreeHeight","BirthDeath","birthRate2","relativeDeathRate2"
"109","article_0_0_0_0_0_113.RDa",2,1,1,438.354478041459,438.134432658009,511.336392625728,438.134432658009,761.392783389457,511.336392626804,752.614351035872,807.65687107433
"110","article_0_0_0_0_0_113.RDa",2,1,2,468.217643995332,468.58232051076,490.575858415586,468.58232051076,880.912626191261,490.5758584144,845.68470395742,640.355165966266
"111","article_0_0_0_0_0_113.RDa",2,2,1,462.951353884993,463.186430615895,503.434952271302,463.186430615895,638.929061044814,503.434952268667,740.109891897777,683.87682531997
"112","article_0_0_0_0_0_113.RDa",2,2,2,522.206195453998,522.856471693843,494.556787773298,522.856471693843,612.818353098559,494.556787770088,813.776868368242,814.130078612482
"113","article_0_0_0_0_0_114.RDa",1,1,1,371.437798502689,371.725963063869,361.642012297419,371.725963063869,917.204946704503,361.642012296233,682.729573366205,617.164213536697
"114","article_0_0_0_0_0_114.RDa",1,1,2,364.892853368383,365.328219499758,321.467076026459,365.328219499758,821.341796388462,321.467076018538,702.207828925755,777.207367261444
"115","article_0_0_0_0_0_114.RDa",1,2,1,315.411871135328,315.479447544504,345.01899395782,315.479447544504,768.187597778082,345.018993959501,899.479712622871,777.604743174353
"116","article_0_0_0_0_0_114.RDa",1,2,2,294.890682976866,295.082700122686,339.182359242168,295.082700122686,714.799558255576,339.182359243672,761.083746733131,680.99343389322
"117","article_0_0_0_0_0_114.RDa",2,1,1,375.166969584552,375.613235215493,350.840509932229,375.613235215493,549.200274045895,350.840509932776,685.918129203174,541.600876342632
"118","article_0_0_0_0_0_114.RDa",2,1,2,315.955304911168,315.982366753028,327.156363903644,315.982366753028,675.287517076304,327.156363907633,950.185538986602,820.685169037867
"119","article_0_0_0_0_0_114.RDa",2,2,1,310.754293997898,310.877197723892,331.945730355124,310.877197723892,494.443932784231,331.945730354173,871.810675638681,729.499254877158
"120","article_0_0_0_0_0_114.RDa",2,2,2,310.928012005366,311.268725659856,283.056286125904,311.268725659856,889.825198455666,283.056286124266,713.099290023285,682.582875616545
"121","article_0_0_0_0_0_115.RDa",1,1,1,247.899921923218,248.157292036417,230.223626110607,248.157292036417,686.834682500463,230.223626110659,603.939524564762,477.285303961112
"122","article_0_0_0_0_0_115.RDa",1,1,2,236.946740526493,237.194838378011,223.144080175716,237.194838378011,717.698602595343,223.144080174049,733.449297781282,665.659871629407
"123","article_0_0_0_0_0_115.RDa",1,2,1,228.017418665572,228.198580855163,228.040082397176,228.198580855163,789.248077122215,228.040082397837,586.490736391154,644.375270231381
"124","article_0_0_0_0_0_115.RDa",1,2,2,238.414296981878,238.938145155808,177.745747749484,238.938145155808,488.950396280697,177.745747749511,399.188667607806,338.878529255148
"125","article_0_0_0_0_0_115.RDa",2,1,1,234.300810765,234.639859206016,191.604035023834,234.639859206016,489.866133401067,191.604035023662,468.240192242813,423.276943435353
"126","article_0_0_0_0_0_115.RDa",2,1,2,263.580181174642,264.468570719419,170.258835171781,264.468570719419,592.586504045361,170.258835172022,322.047726394673,221.121273191626
"127","article_0_0_0_0_0_115.RDa",2,2,1,227.448491716862,227.459002360804,251.889116394619,227.459002360804,487.908196740049,251.88911639493,760.997554619326,527.553840707594
"128","article_0_0_0_0_0_115.RDa",2,2,2,224.394739360973,224.70785425264,197.491942908037,224.70785425264,386.522998846356,197.491942908941,689.001792482955,718.417330253449
"129","article_0_0_0_0_0_116.RDa",1,1,1,900.865575536374,913.95487414283,252.584365077745,913.95487414283,978.191947216207,252.584365078064,331.458216515668,268.828203089397
"130","article_0_0_0_0_0_116.RDa",1,1,2,968.972209521091,968.95578119681,875.169947083135,968.95578119681,1001,875.169947080303,741.77125493567,738.610289841648
"131","article_0_0_0_0_0_116.RDa",1,2,1,914.031070897317,915.751846430436,738.794869200202,915.751846430436,950.550608415284,738.794869204145,703.393678062037,594.390215788017
"132","article_0_0_0_0_0_116.RDa",1,2,2,919.768169197725,920.778329676273,801.115842275232,920.778329676273,939.482965050332,801.115842275532,451.199575256025,462.671799699754
"133","article_0_0_0_0_0_116.RDa",2,1,1,811.007754283297,810.98144762408,926.722945660071,810.98144762408,1000.28813500787,926.722945655257,931.633938718163,801.83877127855
"134","article_0_0_0_0_0_116.RDa",2,1,2,983.627591565365,983.669091629269,694.356199820287,983.669091629269,1001,694.35619981008,748.079202915562,637.497563350431
"135","article_0_0_0_0_0_116.RDa",2,2,1,942.928530454438,944.005711964781,683.154376536013,944.005711964781,964.04937519488,683.154376539113,955.559000787353,796.495817723225
"136","article_0_0_0_0_0_116.RDa",2,2,2,983.334584822583,984.508961551757,874.213781503468,984.508961551757,965.410101143379,874.213781501866,887.97307115139,690.735437340053
"137","article_0_0_0_0_0_117.RDa",1,1,1,514.50878754651,515.157300842083,454.879566505925,515.157300842083,780.510332709785,454.879566504901,822.402077115954,714.17702346109
"138","article_0_0_0_0_0_117.RDa",1,1,2,426.012870115931,426.685321578533,498.752853005077,426.685321578533,678.327397934148,498.752853009128,880.529208137457,769.997918817682
"139","article_0_0_0_0_0_117.RDa",1,2,1,379.774585740094,380.315216133941,364.739853954962,380.315216133941,814.402953099401,364.739853955273,761.009145822927,459.974314243058
"140","article_0_0_0_0_0_117.RDa",1,2,2,455.034753163813,455.512353576328,399.249299108713,455.512353576328,880.001877889867,399.249299113615,705.212156819421,729.640333609529
"141","article_0_0_0_0_0_117.RDa",2,1,1,347.840405765439,348.241224920713,313.00590538701,348.241224920713,855.371374017175,313.00590538914,417.861442022485,563.835093491632
"142","article_0_0_0_0_0_117.RDa",2,1,2,344.901717631524,345.274586123477,278.296020101089,345.274586123477,749.770974276664,278.296020102663,868.570923134073,729.599415258593
"143","article_0_0_0_0_0_117.RDa",2,2,1,329.903254026678,330.028196594562,353.225586351569,330.028196594562,741.338375645492,353.225586353004,932.529713339703,710.955769324823
"144","article_0_0_0_0_0_117.RDa",2,2,2,412.273585603942,412.520357578948,465.586908615993,412.520357578948,595.816150202245,465.586908617246,778.796818497479,752.358686359235
"145","article_0_0_0_0_0_118.RDa",1,1,1,1001,1001,1001,1001,992.597737353579,1001,750.362482964984,662.433990131687
"146","article_0_0_0_0_0_118.RDa",1,1,2,1001,1000.86399584617,1001,1000.86399584617,1001,1001,1001,928.816102086524
"147","article_0_0_0_0_0_118.RDa",1,2,1,1001,997.840030262539,856.922457253386,997.840030262539,1001,856.92245725375,776.622237014025,779.339154623323
"148","article_0_0_0_0_0_118.RDa",1,2,2,990.489972811628,994.948849176052,741.685847578022,994.948849176052,1001,741.68584757814,604.126934865823,627.049606072541
"149","article_0_0_0_0_0_118.RDa",2,1,1,1001,1001,1001,1001,987.895651202738,1001,836.322447790502,614.311588431863
"150","article_0_0_0_0_0_118.RDa",2,1,2,997.746036295028,995.36287479801,798.61203050712,995.36287479801,1001,798.612030506815,747.483612462506,768.193104871707
"151","article_0_0_0_0_0_118.RDa",2,2,1,1001,1001,1001,1001,979.775397855885,1001,782.865557145899,841.300378928483
"152","article_0_0_0_0_0_118.RDa",2,2,2,1001,1001,948.439127578496,1001,993.114589488058,948.439127578481,954.650228171148,967.279910574403
"153","article_0_0_0_0_0_119.RDa",1,1,1,995.368688306955,993.503744605843,1001,993.503744605843,1001,1001,852.936856806662,765.804866106134
"154","article_0_0_0_0_0_119.RDa",1,1,2,996.523859324657,997.062556712877,1001,997.062556712877,967.223953311316,1001,822.18768833267,792.580155735862
"155","article_0_0_0_0_0_119.RDa",1,2,1,996.299613454189,998.044460871317,911.683823540261,998.044460871317,1001,911.683823540508,791.807605011448,835.012211991412
"156","article_0_0_0_0_0_119.RDa",1,2,2,997.747041608829,998.3701176973,923.011643682117,998.3701176973,1001,923.011643682728,704.855083982656,639.845393506391
"157","article_0_0_0_0_0_119.RDa",2,1,1,979.057128218808,985.20655206661,718.893788575305,985.20655206661,995.988849793959,718.893788576524,661.559265321788,509.434157112581
"158","article_0_0_0_0_0_119.RDa",2,1,2,968.187895006606,978.762463895914,713.655672600315,978.762463895914,943.560156571163,713.655672600462,693.473911736306,656.929307824546
"159","article_0_0_0_0_0_119.RDa",2,2,1,991.499966557804,992.297139123168,895.847853561312,992.297139123168,1001,895.847853560843,821.756612373894,888.527124328919
"160","article_0_0_0_0_0_119.RDa",2,2,2,998.548436238859,999.621470551195,1001,999.621470551195,1001,1001,861.305602877726,674.756750430042
"161","article_0_0_0_0_1_120.RDa",1,1,1,987.624748525441,987.70912079858,849.418044657382,987.70912079858,982.340729366848,849.418044658461,790.91444871909,580.850928190741
"162","article_0_0_0_0_1_120.RDa",1,1,2,998.352030710353,998.481753821884,672.527481500199,998.481753821884,999.152798537664,672.527481498063,926.453469965646,707.550790105194
"163","article_0_0_0_0_1_120.RDa",1,2,1,991.1511313118,991.335372916094,700.139309011501,991.335372916094,955.015435470882,700.139309008044,550.755383891677,783.98500819943
"164","article_0_0_0_0_1_120.RDa",1,2,2,966.413192837768,966.366953428591,920.819250494602,966.366953428591,859.467275588121,920.819250488988,676.487712933637,588.232078227179
"165","article_0_0_0_0_1_120.RDa",2,1,1,997.289525481744,997.381729334313,713.161406205787,997.381729334313,1001,713.161406208009,886.694462387517,764.749282046632
"166","article_0_0_0_0_1_120.RDa",2,1,2,967.185552276268,967.198698538706,989.345870447806,967.198698538706,990.205518842984,989.345870443325,742.834570322731,653.428639622288
"167","article_0_0_0_0_1_120.RDa",2,2,1,996.896833027,997.085303794041,716.285641389244,997.085303794041,981.853424463061,716.28564139175,778.745383924282,629.145816608922
"168","article_0_0_0_0_1_120.RDa",2,2,2,992.220181877042,992.385732123314,791.131476271274,992.385732123314,982.850535217558,791.131476270839,902.690915231652,658.283271230016
