"","filename","sti","ai","pi","min_ess"
"175","article_0_0_0_0_1_121.RDa",2,2,1,333.686018924403
"176","article_0_0_0_0_1_121.RDa",2,2,2,326.131697813969
"177","article_0_0_0_0_1_122.RDa",1,1,1,77.8334113489413
"178","article_0_0_0_0_1_122.RDa",1,1,2,73.8395636760472
"179","article_0_0_0_0_1_122.RDa",1,2,1,74.1615999022834
"180","article_0_0_0_0_1_122.RDa",1,2,2,78.0097496229477
"181","article_0_0_0_0_1_122.RDa",2,1,1,78.6612121237886
"182","article_0_0_0_0_1_122.RDa",2,1,2,73.8483118261437
"183","article_0_0_0_0_1_122.RDa",2,2,1,69.8856730679989
"184","article_0_0_0_0_1_122.RDa",2,2,2,76.0198824324158
"185","article_0_0_0_0_1_123.RDa",1,1,1,485.608755907597
"186","article_0_0_0_0_1_123.RDa",1,1,2,454.438240520041
"187","article_0_0_0_0_1_123.RDa",1,2,1,517.110809066849
"188","article_0_0_0_0_1_123.RDa",1,2,2,656.873436907261
"189","article_0_0_0_0_1_123.RDa",2,1,1,325.659107783173
"190","article_0_0_0_0_1_123.RDa",2,1,2,492.881269693889
"191","article_0_0_0_0_1_123.RDa",2,2,1,548.290006766222
"192","article_0_0_0_0_1_123.RDa",2,2,2,614.84131683086
"193","article_0_0_0_0_1_124.RDa",1,1,1,632.5752737285
"194","article_0_0_0_0_1_124.RDa",1,1,2,700.832368275868
"195","article_0_0_0_0_1_124.RDa",1,2,1,629.756176860793
"196","article_0_0_0_0_1_124.RDa",1,2,2,729.017078212033
"197","article_0_0_0_0_1_124.RDa",2,1,1,622.570608426784
"198","article_0_0_0_0_1_124.RDa",2,1,2,650.126047959577
"199","article_0_0_0_0_1_124.RDa",2,2,1,748.099080646242
"200","article_0_0_0_0_1_124.RDa",2,2,2,554.085296965661
"201","article_0_0_0_0_1_125.RDa",1,1,1,563.156102390001
"202","article_0_0_0_0_1_125.RDa",1,1,2,823.478748360171
"203","article_0_0_0_0_1_125.RDa",1,2,1,640.170620267286
"204","article_0_0_0_0_1_125.RDa",1,2,2,896.93477235101
"205","article_0_0_0_0_1_125.RDa",2,1,1,530.983510728268
"206","article_0_0_0_0_1_125.RDa",2,1,2,779.312302326486
"207","article_0_0_0_0_1_125.RDa",2,2,1,576.810914818927
"208","article_0_0_0_0_1_125.RDa",2,2,2,716.265233330805
"209","article_0_0_0_0_1_126.RDa",1,1,1,280.225128098342
"210","article_0_0_0_0_1_126.RDa",1,1,2,242.745699188675
"211","article_0_0_0_0_1_126.RDa",1,2,1,220.970088177846
"212","article_0_0_0_0_1_126.RDa",1,2,2,206.783044774297
"213","article_0_0_0_0_1_126.RDa",2,1,1,236.68791650989
"214","article_0_0_0_0_1_126.RDa",2,1,2,272.812994737614
"215","article_0_0_0_0_1_126.RDa",2,2,1,250.418182454421
"216","article_0_0_0_0_1_126.RDa",2,2,2,276.766802173378
"217","article_0_0_0_0_1_127.RDa",1,1,1,607.936005020547
"218","article_0_0_0_0_1_127.RDa",1,1,2,526.178349499662
"219","article_0_0_0_0_1_127.RDa",1,2,1,716.784910024707
"220","article_0_0_0_0_1_127.RDa",1,2,2,868.822856547911
"221","article_0_0_0_0_1_127.RDa",2,1,1,565.857000915947
"222","article_0_0_0_0_1_127.RDa",2,1,2,713.76324766333
"223","article_0_0_0_0_1_127.RDa",2,2,1,797.625489403873
"224","article_0_0_0_0_1_127.RDa",2,2,2,726.394020031223
"225","article_0_0_0_0_1_128.RDa",1,1,1,143.607554173933
"226","article_0_0_0_0_1_128.RDa",1,1,2,129.880233065029
"227","article_0_0_0_0_1_128.RDa",1,2,1,126.508306314386
"228","article_0_0_0_0_1_128.RDa",1,2,2,139.591804062071
"229","article_0_0_0_0_1_128.RDa",2,1,1,124.238965643264
"230","article_0_0_0_0_1_128.RDa",2,1,2,143.187341641607
"231","article_0_0_0_0_1_128.RDa",2,2,1,119.736369988805
"232","article_0_0_0_0_1_128.RDa",2,2,2,140.894278566353
"233","article_0_0_0_0_1_129.RDa",1,1,1,192.153725895063
"234","article_0_0_0_0_1_129.RDa",1,1,2,269.070771670957
"235","article_0_0_0_0_1_129.RDa",1,2,1,214.534786861795
"236","article_0_0_0_0_1_129.RDa",1,2,2,216.664771393666
"237","article_0_0_0_0_1_129.RDa",2,1,1,252.208506904511
"238","article_0_0_0_0_1_129.RDa",2,1,2,244.880719562597
"239","article_0_0_0_0_1_129.RDa",2,2,1,213.458796464435
"240","article_0_0_0_0_1_129.RDa",2,2,2,197.877706253334
"241","article_0_0_0_0_1_130.RDa",1,1,1,439.665593722824
"242","article_0_0_0_0_1_130.RDa",1,1,2,496.357104289703
"243","article_0_0_0_0_1_130.RDa",1,2,1,481.474967153628
"244","article_0_0_0_0_1_130.RDa",1,2,2,486.760528307447
"245","article_0_0_0_0_1_130.RDa",2,1,1,412.772839531909
"246","article_0_0_0_0_1_130.RDa",2,1,2,411.366615716165
"247","article_0_0_0_0_1_130.RDa",2,2,1,447.291511052441
"248","article_0_0_0_0_1_130.RDa",2,2,2,523.981103783374
"249","article_0_0_0_0_1_131.RDa",1,1,1,483.211951404286
"250","article_0_0_0_0_1_131.RDa",1,1,2,760.390008439857
"251","article_0_0_0_0_1_131.RDa",1,2,1,474.298353818955
"252","article_0_0_0_0_1_131.RDa",1,2,2,653.422840356604
"253","article_0_0_0_0_1_131.RDa",2,1,1,799.506260729501
"254","article_0_0_0_0_1_131.RDa",2,1,2,684.012753370135
"255","article_0_0_0_0_1_131.RDa",2,2,1,524.88603254903
"256","article_0_0_0_0_1_131.RDa",2,2,2,646.092459663218
"257","article_0_0_0_0_1_132.RDa",1,1,1,393.680713279725
"258","article_0_0_0_0_1_132.RDa",1,1,2,600.323366481438
"259","article_0_0_0_0_1_132.RDa",1,2,1,565.907335322981
"260","article_0_0_0_0_1_132.RDa",1,2,2,528.905462901776
"261","article_0_0_0_0_1_132.RDa",2,1,1,658.926840190361
"262","article_0_0_0_0_1_132.RDa",2,1,2,726.526537717435
"263","article_0_0_0_0_1_132.RDa",2,2,1,376.62960904244
"264","article_0_0_0_0_1_132.RDa",2,2,2,586.130922167975
"265","article_0_0_0_0_1_133.RDa",1,1,1,151.314100417937
"266","article_0_0_0_0_1_133.RDa",1,1,2,116.679467209338
"267","article_0_0_0_0_1_133.RDa",1,2,1,141.68172595687
"268","article_0_0_0_0_1_133.RDa",1,2,2,134.522572844933
"269","article_0_0_0_0_1_133.RDa",2,1,1,137.447543594195
"270","article_0_0_0_0_1_133.RDa",2,1,2,135.911589865491
"271","article_0_0_0_0_1_133.RDa",2,2,1,114.318034392638
"272","article_0_0_0_0_1_133.RDa",2,2,2,134.824142652943
"273","article_0_0_0_0_1_134.RDa",1,1,1,239.175263360422
"274","article_0_0_0_0_1_134.RDa",1,1,2,246.164594241962
"275","article_0_0_0_0_1_134.RDa",1,2,1,265.799703053893
"276","article_0_0_0_0_1_134.RDa",1,2,2,339.770621250699
"277","article_0_0_0_0_1_134.RDa",2,1,1,250.927342127718
"278","article_0_0_0_0_1_134.RDa",2,1,2,208.015641551581
"279","article_0_0_0_0_1_134.RDa",2,2,1,271.631465337292
"280","article_0_0_0_0_1_134.RDa",2,2,2,265.793044756479
"281","article_0_0_0_0_1_135.RDa",1,1,1,264.979010168171
"282","article_0_0_0_0_1_135.RDa",1,1,2,586.124866644642
"283","article_0_0_0_0_1_135.RDa",1,2,1,684.971498305769
"284","article_0_0_0_0_1_135.RDa",1,2,2,532.499213796266
"285","article_0_0_0_0_1_135.RDa",2,1,1,655.513840660883
"286","article_0_0_0_0_1_135.RDa",2,1,2,341.790361758489
"287","article_0_0_0_0_1_135.RDa",2,2,1,637.878327476268
"288","article_0_0_0_0_1_135.RDa",2,2,2,652.685658737502
"289","article_0_0_0_0_1_136.RDa",1,1,1,459.172703050453
"290","article_0_0_0_0_1_136.RDa",1,1,2,338.230140344324
"291","article_0_0_0_0_1_136.RDa",1,2,1,392.70815667633
"292","article_0_0_0_0_1_136.RDa",1,2,2,380.351468806159
"293","article_0_0_0_0_1_136.RDa",2,1,1,409.311718721264
"294","article_0_0_0_0_1_136.RDa",2,1,2,404.784037269367
"295","article_0_0_0_0_1_136.RDa",2,2,1,287.742065515145
"296","article_0_0_0_0_1_136.RDa",2,2,2,370.293275261462
"297","article_0_0_0_0_1_137.RDa",1,1,1,231.350405003315
"298","article_0_0_0_0_1_137.RDa",1,1,2,245.526018217402
"299","article_0_0_0_0_1_137.RDa",1,2,1,267.016980421193
"300","article_0_0_0_0_1_137.RDa",1,2,2,205.084944584574
"301","article_0_0_0_0_1_137.RDa",2,1,1,261.614710159201
"302","article_0_0_0_0_1_137.RDa",2,1,2,248.103929996321
"303","article_0_0_0_0_1_137.RDa",2,2,1,242.841068318068
"304","article_0_0_0_0_1_137.RDa",2,2,2,262.425995259087
"305","article_0_0_0_0_1_138.RDa",1,1,1,597.503696126385
"306","article_0_0_0_0_1_138.RDa",1,1,2,555.069398747814
"307","article_0_0_0_0_1_138.RDa",1,2,1,552.775804067046
"308","article_0_0_0_0_1_138.RDa",1,2,2,599.861552002111
"309","article_0_0_0_0_1_138.RDa",2,1,1,577.548754205965
"310","article_0_0_0_0_1_138.RDa",2,1,2,459.078779715694
"311","article_0_0_0_0_1_138.RDa",2,2,1,444.068572852853
"312","article_0_0_0_0_1_138.RDa",2,2,2,452.439344230082
"313","article_0_0_0_0_1_139.RDa",1,1,1,259.199048909803
"314","article_0_0_0_0_1_139.RDa",1,1,2,236.143058540553
"315","article_0_0_0_0_1_139.RDa",1,2,1,289.248583928957
"316","article_0_0_0_0_1_139.RDa",1,2,2,281.81003200726
"317","article_0_0_0_0_1_139.RDa",2,1,1,216.131307335308
"318","article_0_0_0_0_1_139.RDa",2,1,2,211.654666920272
"319","article_0_0_0_0_1_139.RDa",2,2,1,206.353221636114
"320","article_0_0_0_0_1_139.RDa",2,2,2,236.197743743669
"321","article_0_0_1_0_0_140.RDa",1,1,1,581.636606482478
"322","article_0_0_1_0_0_140.RDa",1,1,2,812.069995882888
"323","article_0_0_1_0_0_140.RDa",1,2,1,667.632697278447
"324","article_0_0_1_0_0_140.RDa",1,2,2,553.126735521379
"325","article_0_0_1_0_0_140.RDa",2,1,1,770.75432814068
"326","article_0_0_1_0_0_140.RDa",2,1,2,615.206126041097
"327","article_0_0_1_0_0_140.RDa",2,2,1,745.312077233964
"328","article_0_0_1_0_0_140.RDa",2,2,2,687.397074049618
"329","article_0_0_1_0_0_141.RDa",1,1,1,795.783548283512
"330","article_0_0_1_0_0_141.RDa",1,1,2,605.573971534535
"331","article_0_0_1_0_0_141.RDa",1,2,1,694.702363706285
"332","article_0_0_1_0_0_141.RDa",1,2,2,584.292790999985
"333","article_0_0_1_0_0_141.RDa",2,1,1,757.120020473056
"334","article_0_0_1_0_0_141.RDa",2,1,2,736.78962056448
"335","article_0_0_1_0_0_141.RDa",2,2,1,763.04297912803
"336","article_0_0_1_0_0_141.RDa",2,2,2,680.472584175562
"337","article_0_0_1_0_0_142.RDa",1,1,1,804.752056064435
"338","article_0_0_1_0_0_142.RDa",1,1,2,550.005815483659
"339","article_0_0_1_0_0_142.RDa",1,2,1,624.188293000274
"340","article_0_0_1_0_0_142.RDa",1,2,2,759.705059686291
"341","article_0_0_1_0_0_142.RDa",2,1,1,481.932799901532
"342","article_0_0_1_0_0_142.RDa",2,1,2,565.838494785612
"343","article_0_0_1_0_0_142.RDa",2,2,1,576.364931384608
"344","article_0_0_1_0_0_142.RDa",2,2,2,549.852716399124
"345","article_0_0_1_0_0_143.RDa",1,1,1,683.479890790309
"346","article_0_0_1_0_0_143.RDa",1,1,2,654.107744921625
"347","article_0_0_1_0_0_143.RDa",1,2,1,591.617749346628
"348","article_0_0_1_0_0_143.RDa",1,2,2,672.1104111045
"349","article_0_0_1_0_0_143.RDa",2,1,1,705.404629802501
"350","article_0_0_1_0_0_143.RDa",2,1,2,677.726600177538
"351","article_0_0_1_0_0_143.RDa",2,2,1,611.276651511889
"352","article_0_0_1_0_0_143.RDa",2,2,2,586.458024944396
"353","article_0_0_1_0_0_144.RDa",1,1,1,707.766115673675
"354","article_0_0_1_0_0_144.RDa",1,1,2,554.128057887494
"355","article_0_0_1_0_0_144.RDa",1,2,1,886.616984386268
"356","article_0_0_1_0_0_144.RDa",1,2,2,580.928995710705
"357","article_0_0_1_0_0_144.RDa",2,1,1,704.411391776145
"358","article_0_0_1_0_0_144.RDa",2,1,2,503.032851224576
"359","article_0_0_1_0_0_144.RDa",2,2,1,823.469313602105
"360","article_0_0_1_0_0_144.RDa",2,2,2,711.26113520019
"361","article_0_0_1_0_0_145.RDa",1,1,1,499.099055290478
"362","article_0_0_1_0_0_145.RDa",1,1,2,554.100041308187
"363","article_0_0_1_0_0_145.RDa",1,2,1,685.377023335678
"364","article_0_0_1_0_0_145.RDa",1,2,2,513.339034042116
"365","article_0_0_1_0_0_145.RDa",2,1,1,661.92154440241
"366","article_0_0_1_0_0_145.RDa",2,1,2,744.389925159334
"367","article_0_0_1_0_0_145.RDa",2,2,1,808.677401496751
"368","article_0_0_1_0_0_145.RDa",2,2,2,731.659511892545
"369","article_0_0_1_0_0_146.RDa",1,1,1,511.275734619899
"370","article_0_0_1_0_0_146.RDa",1,1,2,703.23479104902
"371","article_0_0_1_0_0_146.RDa",1,2,1,568.312953151182
"372","article_0_0_1_0_0_146.RDa",1,2,2,571.665763252319
"373","article_0_0_1_0_0_146.RDa",2,1,1,614.736190358778
"374","article_0_0_1_0_0_146.RDa",2,1,2,513.551798727991
"375","article_0_0_1_0_0_146.RDa",2,2,1,590.077632182731
"376","article_0_0_1_0_0_146.RDa",2,2,2,552.826453787005
"377","article_0_0_1_0_0_147.RDa",1,1,1,401.410119388883
"378","article_0_0_1_0_0_147.RDa",1,1,2,683.83867892194
"379","article_0_0_1_0_0_147.RDa",1,2,1,665.019464827201
"380","article_0_0_1_0_0_147.RDa",1,2,2,749.037959099794
"381","article_0_0_1_0_0_147.RDa",2,1,1,656.914780234783
"382","article_0_0_1_0_0_147.RDa",2,1,2,633.452801839011
"383","article_0_0_1_0_0_147.RDa",2,2,1,619.796212835955
"384","article_0_0_1_0_0_147.RDa",2,2,2,706.771967589682
"385","article_0_0_1_0_0_148.RDa",1,1,1,659.412084957687
"386","article_0_0_1_0_0_148.RDa",1,1,2,672.297994477289
"387","article_0_0_1_0_0_148.RDa",1,2,1,794.929183167138
"388","article_0_0_1_0_0_148.RDa",1,2,2,823.308404849124
"389","article_0_0_1_0_0_148.RDa",2,1,1,844.787665034612
"390","article_0_0_1_0_0_148.RDa",2,1,2,800.966271214215
"391","article_0_0_1_0_0_148.RDa",2,2,1,757.651493275981
"392","article_0_0_1_0_0_148.RDa",2,2,2,797.925736154203
"393","article_0_0_1_0_0_149.RDa",1,1,1,404.93660322509
"394","article_0_0_1_0_0_149.RDa",1,1,2,378.895905932279
"395","article_0_0_1_0_0_149.RDa",1,2,1,433.382947269654
"396","article_0_0_1_0_0_149.RDa",1,2,2,353.340877132676
"397","article_0_0_1_0_0_149.RDa",2,1,1,315.096694236807
"398","article_0_0_1_0_0_149.RDa",2,1,2,402.808793982096
"399","article_0_0_1_0_0_149.RDa",2,2,1,336.266561306892
"400","article_0_0_1_0_0_149.RDa",2,2,2,379.901430249731
"401","article_0_0_1_0_0_150.RDa",1,1,1,350.778086672784
"402","article_0_0_1_0_0_150.RDa",1,1,2,404.273299085638
"403","article_0_0_1_0_0_150.RDa",1,2,1,669.308548735372
"404","article_0_0_1_0_0_150.RDa",1,2,2,627.499745943943
"405","article_0_0_1_0_0_150.RDa",2,1,1,730.907313293514
"406","article_0_0_1_0_0_150.RDa",2,1,2,631.225219456445
"407","article_0_0_1_0_0_150.RDa",2,2,1,727.813690518651
"408","article_0_0_1_0_0_150.RDa",2,2,2,754.982428261442
"409","article_0_0_1_0_0_151.RDa",1,1,1,836.600089900241
"410","article_0_0_1_0_0_151.RDa",1,1,2,909.845898383321
