"","filename","sti","ai","pi","min_ess"
"553","article_0_0_1_3_1_169.RDa",1,1,1,NA
"554","article_0_0_1_3_1_169.RDa",1,1,2,6.44090786858153
"555","article_0_0_1_3_1_169.RDa",1,2,1,NA
"556","article_0_0_1_3_1_169.RDa",1,2,2,NA
"557","article_0_0_1_3_1_169.RDa",2,1,1,NA
"558","article_0_0_1_3_1_169.RDa",2,1,2,NA
"559","article_0_0_1_3_1_169.RDa",2,2,1,NA
"560","article_0_0_1_3_1_169.RDa",2,2,2,NA
"561","article_0_0_1_3_1_170.RDa",1,1,1,NA
"562","article_0_0_1_3_1_170.RDa",1,1,2,NA
"563","article_0_0_1_3_1_170.RDa",1,2,1,20.8737753277466
"564","article_0_0_1_3_1_170.RDa",1,2,2,NA
"565","article_0_0_1_3_1_170.RDa",2,1,1,NA
"566","article_0_0_1_3_1_170.RDa",2,1,2,NA
"567","article_0_0_1_3_1_170.RDa",2,2,1,NA
"568","article_0_0_1_3_1_170.RDa",2,2,2,NA
"569","article_0_0_1_3_1_171.RDa",1,1,1,NA
"570","article_0_0_1_3_1_171.RDa",1,1,2,NA
"571","article_0_0_1_3_1_171.RDa",1,2,1,NA
"572","article_0_0_1_3_1_171.RDa",1,2,2,NA
"573","article_0_0_1_3_1_171.RDa",2,1,1,NA
"574","article_0_0_1_3_1_171.RDa",2,1,2,NA
"575","article_0_0_1_3_1_171.RDa",2,2,1,10.5729166709774
"576","article_0_0_1_3_1_171.RDa",2,2,2,NA
"577","article_0_0_1_3_1_172.RDa",1,1,1,NA
"578","article_0_0_1_3_1_172.RDa",1,1,2,NA
"579","article_0_0_1_3_1_172.RDa",1,2,1,NA
"580","article_0_0_1_3_1_172.RDa",1,2,2,NA
"581","article_0_0_1_3_1_172.RDa",2,1,1,NA
"582","article_0_0_1_3_1_172.RDa",2,1,2,NA
"583","article_0_0_1_3_1_172.RDa",2,2,1,NA
"584","article_0_0_1_3_1_172.RDa",2,2,2,NA
"585","article_0_0_1_3_1_173.RDa",1,1,1,NA
"586","article_0_0_1_3_1_173.RDa",1,1,2,NA
"587","article_0_0_1_3_1_173.RDa",1,2,1,NA
"588","article_0_0_1_3_1_173.RDa",1,2,2,NA
"589","article_0_0_1_3_1_173.RDa",2,1,1,NA
"590","article_0_0_1_3_1_173.RDa",2,1,2,108.69670584562
"591","article_0_0_1_3_1_173.RDa",2,2,1,NA
"592","article_0_0_1_3_1_173.RDa",2,2,2,NA
"593","article_0_0_1_3_1_174.RDa",1,1,1,NA
"594","article_0_0_1_3_1_174.RDa",1,1,2,NA
"595","article_0_0_1_3_1_174.RDa",1,2,1,NA
"596","article_0_0_1_3_1_174.RDa",1,2,2,NA
"597","article_0_0_1_3_1_174.RDa",2,1,1,NA
"598","article_0_0_1_3_1_174.RDa",2,1,2,NA
"599","article_0_0_1_3_1_174.RDa",2,2,1,NA
"600","article_0_0_1_3_1_174.RDa",2,2,2,NA
"601","article_0_0_1_3_1_175.RDa",1,1,1,NA
"602","article_0_0_1_3_1_175.RDa",1,1,2,NA
"603","article_0_0_1_3_1_175.RDa",1,2,1,NA
"604","article_0_0_1_3_1_175.RDa",1,2,2,NA
"605","article_0_0_1_3_1_175.RDa",2,1,1,NA
"606","article_0_0_1_3_1_175.RDa",2,1,2,NA
"607","article_0_0_1_3_1_175.RDa",2,2,1,NA
"608","article_0_0_1_3_1_175.RDa",2,2,2,NA
"609","article_0_0_1_3_1_176.RDa",1,1,1,NA
"610","article_0_0_1_3_1_176.RDa",1,1,2,NA
"611","article_0_0_1_3_1_176.RDa",1,2,1,NA
"612","article_0_0_1_3_1_176.RDa",1,2,2,NA
"613","article_0_0_1_3_1_176.RDa",2,1,1,NA
"614","article_0_0_1_3_1_176.RDa",2,1,2,NA
"615","article_0_0_1_3_1_176.RDa",2,2,1,NA
"616","article_0_0_1_3_1_176.RDa",2,2,2,NA
"617","article_0_0_1_3_1_177.RDa",1,1,1,NA
"618","article_0_0_1_3_1_177.RDa",1,1,2,NA
"619","article_0_0_1_3_1_177.RDa",1,2,1,NA
"620","article_0_0_1_3_1_177.RDa",1,2,2,NA
"621","article_0_0_1_3_1_177.RDa",2,1,1,NA
"622","article_0_0_1_3_1_177.RDa",2,1,2,NA
"623","article_0_0_1_3_1_177.RDa",2,2,1,NA
"624","article_0_0_1_3_1_177.RDa",2,2,2,NA
"625","article_0_0_1_3_1_178.RDa",1,1,1,NA
"626","article_0_0_1_3_1_178.RDa",1,1,2,NA
"627","article_0_0_1_3_1_178.RDa",1,2,1,NA
"628","article_0_0_1_3_1_178.RDa",1,2,2,NA
"629","article_0_0_1_3_1_178.RDa",2,1,1,NA
"630","article_0_0_1_3_1_178.RDa",2,1,2,NA
"631","article_0_0_1_3_1_178.RDa",2,2,1,NA
"632","article_0_0_1_3_1_178.RDa",2,2,2,701.075563771354
"633","article_0_0_1_3_1_179.RDa",1,1,1,NA
"634","article_0_0_1_3_1_179.RDa",1,1,2,NA
"635","article_0_0_1_3_1_179.RDa",1,2,1,NA
"636","article_0_0_1_3_1_179.RDa",1,2,2,NA
"637","article_0_0_1_3_1_179.RDa",2,1,1,NA
"638","article_0_0_1_3_1_179.RDa",2,1,2,NA
"639","article_0_0_1_3_1_179.RDa",2,2,1,NA
"640","article_0_0_1_3_1_179.RDa",2,2,2,448.751044753562
"641","article_0_0_2_3_0_180.RDa",1,1,1,NA
"642","article_0_0_2_3_0_180.RDa",1,1,2,202.101687418297
"643","article_0_0_2_3_0_180.RDa",1,2,1,NA
"644","article_0_0_2_3_0_180.RDa",1,2,2,NA
"645","article_0_0_2_3_0_180.RDa",2,1,1,NA
"646","article_0_0_2_3_0_180.RDa",2,1,2,NA
"647","article_0_0_2_3_0_180.RDa",2,2,1,NA
"648","article_0_0_2_3_0_180.RDa",2,2,2,NA
"649","article_0_0_2_3_0_181.RDa",1,1,1,NA
"650","article_0_0_2_3_0_181.RDa",1,1,2,NA
"651","article_0_0_2_3_0_181.RDa",1,2,1,NA
"652","article_0_0_2_3_0_181.RDa",1,2,2,NA
"653","article_0_0_2_3_0_181.RDa",2,1,1,NA
"654","article_0_0_2_3_0_181.RDa",2,1,2,NA
"655","article_0_0_2_3_0_181.RDa",2,2,1,NA
"656","article_0_0_2_3_0_181.RDa",2,2,2,NA
"657","article_0_0_2_3_0_182.RDa",1,1,1,NA
"658","article_0_0_2_3_0_182.RDa",1,1,2,NA
"659","article_0_0_2_3_0_182.RDa",1,2,1,NA
"660","article_0_0_2_3_0_182.RDa",1,2,2,NA
"661","article_0_0_2_3_0_182.RDa",2,1,1,325.397780049548
"662","article_0_0_2_3_0_182.RDa",2,1,2,NA
"663","article_0_0_2_3_0_182.RDa",2,2,1,NA
"664","article_0_0_2_3_0_182.RDa",2,2,2,NA
"665","article_0_0_2_3_0_183.RDa",1,1,1,494.339138652677
"666","article_0_0_2_3_0_183.RDa",1,1,2,NA
"667","article_0_0_2_3_0_183.RDa",1,2,1,NA
"668","article_0_0_2_3_0_183.RDa",1,2,2,NA
"669","article_0_0_2_3_0_183.RDa",2,1,1,NA
"670","article_0_0_2_3_0_183.RDa",2,1,2,NA
"671","article_0_0_2_3_0_183.RDa",2,2,1,NA
"672","article_0_0_2_3_0_183.RDa",2,2,2,NA
"673","article_0_0_2_3_0_184.RDa",1,1,1,NA
"674","article_0_0_2_3_0_184.RDa",1,1,2,NA
"675","article_0_0_2_3_0_184.RDa",1,2,1,NA
"676","article_0_0_2_3_0_184.RDa",1,2,2,NA
"677","article_0_0_2_3_0_184.RDa",2,1,1,NA
"678","article_0_0_2_3_0_184.RDa",2,1,2,NA
"679","article_0_0_2_3_0_184.RDa",2,2,1,NA
"680","article_0_0_2_3_0_184.RDa",2,2,2,NA
"681","article_0_0_2_3_0_185.RDa",1,1,1,NA
"682","article_0_0_2_3_0_185.RDa",1,1,2,NA
"683","article_0_0_2_3_0_185.RDa",1,2,1,NA
"684","article_0_0_2_3_0_185.RDa",1,2,2,NA
"685","article_0_0_2_3_0_185.RDa",2,1,1,NA
"686","article_0_0_2_3_0_185.RDa",2,1,2,NA
"687","article_0_0_2_3_0_185.RDa",2,2,1,NA
"688","article_0_0_2_3_0_185.RDa",2,2,2,NA
"689","article_0_0_2_3_0_186.RDa",1,1,1,NA
"690","article_0_0_2_3_0_186.RDa",1,1,2,NA
"691","article_0_0_2_3_0_186.RDa",1,2,1,NA
"692","article_0_0_2_3_0_186.RDa",1,2,2,NA
"693","article_0_0_2_3_0_186.RDa",2,1,1,NA
"694","article_0_0_2_3_0_186.RDa",2,1,2,NA
"695","article_0_0_2_3_0_186.RDa",2,2,1,NA
"696","article_0_0_2_3_0_186.RDa",2,2,2,NA
"697","article_0_0_2_3_0_187.RDa",1,1,1,NA
"698","article_0_0_2_3_0_187.RDa",1,1,2,NA
"699","article_0_0_2_3_0_187.RDa",1,2,1,NA
"700","article_0_0_2_3_0_187.RDa",1,2,2,NA
"701","article_0_0_2_3_0_187.RDa",2,1,1,NA
"702","article_0_0_2_3_0_187.RDa",2,1,2,NA
"703","article_0_0_2_3_0_187.RDa",2,2,1,NA
"704","article_0_0_2_3_0_187.RDa",2,2,2,NA
"705","article_0_0_2_3_0_188.RDa",1,1,1,731.60313240663
"706","article_0_0_2_3_0_188.RDa",1,1,2,NA
"707","article_0_0_2_3_0_188.RDa",1,2,1,NA
"708","article_0_0_2_3_0_188.RDa",1,2,2,NA
"709","article_0_0_2_3_0_188.RDa",2,1,1,NA
"710","article_0_0_2_3_0_188.RDa",2,1,2,NA
"711","article_0_0_2_3_0_188.RDa",2,2,1,NA
"712","article_0_0_2_3_0_188.RDa",2,2,2,NA
"713","article_0_0_2_3_0_189.RDa",1,1,1,NA
"714","article_0_0_2_3_0_189.RDa",1,1,2,NA
"715","article_0_0_2_3_0_189.RDa",1,2,1,74.9876040703515
"716","article_0_0_2_3_0_189.RDa",1,2,2,NA
"717","article_0_0_2_3_0_189.RDa",2,1,1,NA
"718","article_0_0_2_3_0_189.RDa",2,1,2,NA
"719","article_0_0_2_3_0_189.RDa",2,2,1,NA
"720","article_0_0_2_3_0_189.RDa",2,2,2,NA
"721","article_0_0_2_3_0_190.RDa",1,1,1,NA
"722","article_0_0_2_3_0_190.RDa",1,1,2,NA
"723","article_0_0_2_3_0_190.RDa",1,2,1,NA
"724","article_0_0_2_3_0_190.RDa",1,2,2,NA
"725","article_0_0_2_3_0_190.RDa",2,1,1,NA
"726","article_0_0_2_3_0_190.RDa",2,1,2,NA
"727","article_0_0_2_3_0_190.RDa",2,2,1,NA
"728","article_0_0_2_3_0_190.RDa",2,2,2,NA
"729","article_0_0_2_3_0_191.RDa",1,1,1,NA
"730","article_0_0_2_3_0_191.RDa",1,1,2,NA
"731","article_0_0_2_3_0_191.RDa",1,2,1,NA
"732","article_0_0_2_3_0_191.RDa",1,2,2,NA
"733","article_0_0_2_3_0_191.RDa",2,1,1,NA
"734","article_0_0_2_3_0_191.RDa",2,1,2,NA
"735","article_0_0_2_3_0_191.RDa",2,2,1,NA
"736","article_0_0_2_3_0_191.RDa",2,2,2,NA
"737","article_0_0_2_3_0_192.RDa",1,1,1,NA
"738","article_0_0_2_3_0_192.RDa",1,1,2,NA
"739","article_0_0_2_3_0_192.RDa",1,2,1,NA
"740","article_0_0_2_3_0_192.RDa",1,2,2,NA
"741","article_0_0_2_3_0_192.RDa",2,1,1,NA
"742","article_0_0_2_3_0_192.RDa",2,1,2,NA
"743","article_0_0_2_3_0_192.RDa",2,2,1,NA
"744","article_0_0_2_3_0_192.RDa",2,2,2,NA
"745","article_0_0_2_3_0_193.RDa",1,1,1,NA
"746","article_0_0_2_3_0_193.RDa",1,1,2,NA
"747","article_0_0_2_3_0_193.RDa",1,2,1,NA
"748","article_0_0_2_3_0_193.RDa",1,2,2,NA
"749","article_0_0_2_3_0_193.RDa",2,1,1,NA
"750","article_0_0_2_3_0_193.RDa",2,1,2,NA
"751","article_0_0_2_3_0_193.RDa",2,2,1,NA
"752","article_0_0_2_3_0_193.RDa",2,2,2,NA
"753","article_0_0_2_3_0_194.RDa",1,1,1,NA
"754","article_0_0_2_3_0_194.RDa",1,1,2,NA
"755","article_0_0_2_3_0_194.RDa",1,2,1,NA
"756","article_0_0_2_3_0_194.RDa",1,2,2,NA
"757","article_0_0_2_3_0_194.RDa",2,1,1,NA
"758","article_0_0_2_3_0_194.RDa",2,1,2,NA
"759","article_0_0_2_3_0_194.RDa",2,2,1,NA
"760","article_0_0_2_3_0_194.RDa",2,2,2,NA
"761","article_0_0_2_3_0_195.RDa",1,1,1,629.621228463992
"762","article_0_0_2_3_0_195.RDa",1,1,2,NA
"763","article_0_0_2_3_0_195.RDa",1,2,1,NA
"764","article_0_0_2_3_0_195.RDa",1,2,2,NA
"765","article_0_0_2_3_0_195.RDa",2,1,1,NA
"766","article_0_0_2_3_0_195.RDa",2,1,2,NA
"767","article_0_0_2_3_0_195.RDa",2,2,1,NA
"768","article_0_0_2_3_0_195.RDa",2,2,2,NA
"769","article_0_0_2_3_0_196.RDa",1,1,1,NA
"770","article_0_0_2_3_0_196.RDa",1,1,2,NA
"771","article_0_0_2_3_0_196.RDa",1,2,1,NA
"772","article_0_0_2_3_0_196.RDa",1,2,2,NA
"773","article_0_0_2_3_0_196.RDa",2,1,1,NA
"774","article_0_0_2_3_0_196.RDa",2,1,2,NA
"775","article_0_0_2_3_0_196.RDa",2,2,1,NA
"776","article_0_0_2_3_0_196.RDa",2,2,2,NA
"777","article_0_0_2_3_0_197.RDa",1,1,1,NA
"778","article_0_0_2_3_0_197.RDa",1,1,2,NA
"779","article_0_0_2_3_0_197.RDa",1,2,1,NA
"780","article_0_0_2_3_0_197.RDa",1,2,2,NA
"781","article_0_0_2_3_0_197.RDa",2,1,1,NA
"782","article_0_0_2_3_0_197.RDa",2,1,2,NA
"783","article_0_0_2_3_0_197.RDa",2,2,1,NA
"784","article_0_0_2_3_0_197.RDa",2,2,2,NA
"785","article_0_0_2_3_0_198.RDa",1,1,1,NA
"786","article_0_0_2_3_0_198.RDa",1,1,2,NA
"787","article_0_0_2_3_0_198.RDa",1,2,1,NA
"788","article_0_0_2_3_0_198.RDa",1,2,2,NA
"789","article_0_0_2_3_0_198.RDa",2,1,1,NA
"790","article_0_0_2_3_0_198.RDa",2,1,2,NA
"791","article_0_0_2_3_0_198.RDa",2,2,1,NA
"792","article_0_0_2_3_0_198.RDa",2,2,2,NA
"793","article_0_0_2_3_0_199.RDa",1,1,1,NA
"794","article_0_0_2_3_0_199.RDa",1,1,2,NA
"795","article_0_0_2_3_0_199.RDa",1,2,1,NA
"796","article_0_0_2_3_0_199.RDa",1,2,2,NA
"797","article_0_0_2_3_0_199.RDa",2,1,1,NA
"798","article_0_0_2_3_0_199.RDa",2,1,2,NA
"799","article_0_0_2_3_0_199.RDa",2,2,1,NA
"800","article_0_0_2_3_0_199.RDa",2,2,2,NA
"801","article_0_0_2_3_1_200.RDa",1,1,1,NA
"802","article_0_0_2_3_1_200.RDa",1,1,2,NA
"803","article_0_0_2_3_1_200.RDa",1,2,1,NA
"804","article_0_0_2_3_1_200.RDa",1,2,2,NA
"805","article_0_0_2_3_1_200.RDa",2,1,1,NA
"806","article_0_0_2_3_1_200.RDa",2,1,2,NA
"807","article_0_0_2_3_1_200.RDa",2,2,1,NA
"808","article_0_0_2_3_1_200.RDa",2,2,2,NA
"809","article_0_0_2_3_1_201.RDa",1,1,1,NA
"810","article_0_0_2_3_1_201.RDa",1,1,2,NA
"811","article_0_0_2_3_1_201.RDa",1,2,1,NA
"812","article_0_0_2_3_1_201.RDa",1,2,2,NA
"813","article_0_0_2_3_1_201.RDa",2,1,1,NA
"814","article_0_0_2_3_1_201.RDa",2,1,2,NA
"815","article_0_0_2_3_1_201.RDa",2,2,1,NA
"816","article_0_0_2_3_1_201.RDa",2,2,2,NA
"817","article_0_0_2_3_1_202.RDa",1,1,1,NA
"818","article_0_0_2_3_1_202.RDa",1,1,2,NA
"819","article_0_0_2_3_1_202.RDa",1,2,1,NA
"820","article_0_0_2_3_1_202.RDa",1,2,2,NA
"821","article_0_0_2_3_1_202.RDa",2,1,1,NA
"822","article_0_0_2_3_1_202.RDa",2,1,2,NA
"823","article_0_0_2_3_1_202.RDa",2,2,1,NA
"824","article_0_0_2_3_1_202.RDa",2,2,2,NA
"825","article_0_0_2_3_1_203.RDa",1,1,1,NA
"826","article_0_0_2_3_1_203.RDa",1,1,2,NA
"827","article_0_0_2_3_1_203.RDa",1,2,1,NA
"828","article_0_0_2_3_1_203.RDa",1,2,2,NA
"829","article_0_0_2_3_1_203.RDa",2,1,1,NA
"830","article_0_0_2_3_1_203.RDa",2,1,2,NA
"831","article_0_0_2_3_1_203.RDa",2,2,1,NA
"832","article_0_0_2_3_1_203.RDa",2,2,2,NA
"833","article_0_0_2_3_1_204.RDa",1,1,1,NA
"834","article_0_0_2_3_1_204.RDa",1,1,2,NA
"835","article_0_0_2_3_1_204.RDa",1,2,1,NA
"836","article_0_0_2_3_1_204.RDa",1,2,2,NA
"837","article_0_0_2_3_1_204.RDa",2,1,1,NA
"838","article_0_0_2_3_1_204.RDa",2,1,2,NA
"839","article_0_0_2_3_1_204.RDa",2,2,1,NA
"840","article_0_0_2_3_1_204.RDa",2,2,2,NA
"841","article_0_0_2_3_1_205.RDa",1,1,1,NA
"842","article_0_0_2_3_1_205.RDa",1,1,2,NA
"843","article_0_0_2_3_1_205.RDa",1,2,1,NA
"844","article_0_0_2_3_1_205.RDa",1,2,2,NA
"845","article_0_0_2_3_1_205.RDa",2,1,1,114.556630076344
"846","article_0_0_2_3_1_205.RDa",2,1,2,NA
"847","article_0_0_2_3_1_205.RDa",2,2,1,NA
"848","article_0_0_2_3_1_205.RDa",2,2,2,NA
"849","article_0_0_2_3_1_206.RDa",1,1,1,NA
"850","article_0_0_2_3_1_206.RDa",1,1,2,NA
"851","article_0_0_2_3_1_206.RDa",1,2,1,NA
"852","article_0_0_2_3_1_206.RDa",1,2,2,NA
"853","article_0_0_2_3_1_206.RDa",2,1,1,NA
"854","article_0_0_2_3_1_206.RDa",2,1,2,NA
"855","article_0_0_2_3_1_206.RDa",2,2,1,NA
"856","article_0_0_2_3_1_206.RDa",2,2,2,NA
"857","article_0_0_2_3_1_207.RDa",1,1,1,NA
"858","article_0_0_2_3_1_207.RDa",1,1,2,NA
"859","article_0_0_2_3_1_207.RDa",1,2,1,NA
"860","article_0_0_2_3_1_207.RDa",1,2,2,NA
"861","article_0_0_2_3_1_207.RDa",2,1,1,NA
"862","article_0_0_2_3_1_207.RDa",2,1,2,NA
"863","article_0_0_2_3_1_207.RDa",2,2,1,NA
"864","article_0_0_2_3_1_207.RDa",2,2,2,NA
"865","article_0_0_2_3_1_208.RDa",1,1,1,NA
"866","article_0_0_2_3_1_208.RDa",1,1,2,NA
"867","article_0_0_2_3_1_208.RDa",1,2,1,NA
"868","article_0_0_2_3_1_208.RDa",1,2,2,NA
"869","article_0_0_2_3_1_208.RDa",2,1,1,NA
"870","article_0_0_2_3_1_208.RDa",2,1,2,NA
"871","article_0_0_2_3_1_208.RDa",2,2,1,81.9688526107823
"872","article_0_0_2_3_1_208.RDa",2,2,2,NA
"873","article_0_0_2_3_1_209.RDa",1,1,1,NA
"874","article_0_0_2_3_1_209.RDa",1,1,2,NA
"875","article_0_0_2_3_1_209.RDa",1,2,1,NA
"876","article_0_0_2_3_1_209.RDa",1,2,2,NA
"877","article_0_0_2_3_1_209.RDa",2,1,1,402.75467660308
"878","article_0_0_2_3_1_209.RDa",2,1,2,NA
"879","article_0_0_2_3_1_209.RDa",2,2,1,NA
"880","article_0_0_2_3_1_209.RDa",2,2,2,NA
"881","article_0_0_2_3_1_210.RDa",1,1,1,59.2840594146771
"882","article_0_0_2_3_1_210.RDa",1,1,2,NA
"883","article_0_0_2_3_1_210.RDa",1,2,1,NA
"884","article_0_0_2_3_1_210.RDa",1,2,2,NA
"885","article_0_0_2_3_1_210.RDa",2,1,1,NA
"886","article_0_0_2_3_1_210.RDa",2,1,2,NA
"887","article_0_0_2_3_1_210.RDa",2,2,1,NA
"888","article_0_0_2_3_1_210.RDa",2,2,2,NA
"889","article_0_0_2_3_1_211.RDa",1,1,1,NA
"890","article_0_0_2_3_1_211.RDa",1,1,2,NA
"891","article_0_0_2_3_1_211.RDa",1,2,1,NA
"892","article_0_0_2_3_1_211.RDa",1,2,2,NA
"893","article_0_0_2_3_1_211.RDa",2,1,1,NA
"894","article_0_0_2_3_1_211.RDa",2,1,2,NA
"895","article_0_0_2_3_1_211.RDa",2,2,1,NA
"896","article_0_0_2_3_1_211.RDa",2,2,2,NA
"897","article_0_0_2_3_1_212.RDa",1,1,1,NA
"898","article_0_0_2_3_1_212.RDa",1,1,2,NA
"899","article_0_0_2_3_1_212.RDa",1,2,1,NA
"900","article_0_0_2_3_1_212.RDa",1,2,2,NA
"901","article_0_0_2_3_1_212.RDa",2,1,1,NA
"902","article_0_0_2_3_1_212.RDa",2,1,2,NA
"903","article_0_0_2_3_1_212.RDa",2,2,1,24.2832569556868
"904","article_0_0_2_3_1_212.RDa",2,2,2,NA
"905","article_0_0_2_3_1_213.RDa",1,1,1,NA
"906","article_0_0_2_3_1_213.RDa",1,1,2,NA
"907","article_0_0_2_3_1_213.RDa",1,2,1,NA
"908","article_0_0_2_3_1_213.RDa",1,2,2,NA
"909","article_0_0_2_3_1_213.RDa",2,1,1,NA
"910","article_0_0_2_3_1_213.RDa",2,1,2,NA
"911","article_0_0_2_3_1_213.RDa",2,2,1,NA
"912","article_0_0_2_3_1_213.RDa",2,2,2,NA
"913","article_0_0_2_3_1_214.RDa",1,1,1,NA
"914","article_0_0_2_3_1_214.RDa",1,1,2,NA
"915","article_0_0_2_3_1_214.RDa",1,2,1,NA
"916","article_0_0_2_3_1_214.RDa",1,2,2,NA
"917","article_0_0_2_3_1_214.RDa",2,1,1,145.20100168537
"918","article_0_0_2_3_1_214.RDa",2,1,2,NA
"919","article_0_0_2_3_1_214.RDa",2,2,1,NA
"920","article_0_0_2_3_1_214.RDa",2,2,2,NA
"921","article_0_0_2_3_1_215.RDa",1,1,1,NA
"922","article_0_0_2_3_1_215.RDa",1,1,2,NA
"923","article_0_0_2_3_1_215.RDa",1,2,1,NA
"924","article_0_0_2_3_1_215.RDa",1,2,2,507.34274258921
"925","article_0_0_2_3_1_215.RDa",2,1,1,NA
"926","article_0_0_2_3_1_215.RDa",2,1,2,NA
"927","article_0_0_2_3_1_215.RDa",2,2,1,NA
"928","article_0_0_2_3_1_215.RDa",2,2,2,NA
"929","article_0_0_2_3_1_216.RDa",1,1,1,299.10650711107
"930","article_0_0_2_3_1_216.RDa",1,1,2,NA
"931","article_0_0_2_3_1_216.RDa",1,2,1,NA
"932","article_0_0_2_3_1_216.RDa",1,2,2,NA
"933","article_0_0_2_3_1_216.RDa",2,1,1,NA
"934","article_0_0_2_3_1_216.RDa",2,1,2,NA
"935","article_0_0_2_3_1_216.RDa",2,2,1,NA
"936","article_0_0_2_3_1_216.RDa",2,2,2,NA
"937","article_0_0_2_3_1_217.RDa",1,1,1,NA
"938","article_0_0_2_3_1_217.RDa",1,1,2,NA
"939","article_0_0_2_3_1_217.RDa",1,2,1,NA
"940","article_0_0_2_3_1_217.RDa",1,2,2,NA
"941","article_0_0_2_3_1_217.RDa",2,1,1,NA
"942","article_0_0_2_3_1_217.RDa",2,1,2,NA
"943","article_0_0_2_3_1_217.RDa",2,2,1,NA
"944","article_0_0_2_3_1_217.RDa",2,2,2,NA
"945","article_0_0_2_3_1_218.RDa",1,1,1,NA
"946","article_0_0_2_3_1_218.RDa",1,1,2,NA
"947","article_0_0_2_3_1_218.RDa",1,2,1,NA
"948","article_0_0_2_3_1_218.RDa",1,2,2,NA
"949","article_0_0_2_3_1_218.RDa",2,1,1,NA
"950","article_0_0_2_3_1_218.RDa",2,1,2,NA
"951","article_0_0_2_3_1_218.RDa",2,2,1,NA
"952","article_0_0_2_3_1_218.RDa",2,2,2,NA
"953","article_0_0_2_3_1_219.RDa",1,1,1,NA
"954","article_0_0_2_3_1_219.RDa",1,1,2,NA
"955","article_0_0_2_3_1_219.RDa",1,2,1,NA
"956","article_0_0_2_3_1_219.RDa",1,2,2,NA
"957","article_0_0_2_3_1_219.RDa",2,1,1,NA
"958","article_0_0_2_3_1_219.RDa",2,1,2,NA
"959","article_0_0_2_3_1_219.RDa",2,2,1,NA
"960","article_0_0_2_3_1_219.RDa",2,2,2,NA
"961","article_0_1_0_3_0_220.RDa",1,1,1,NA
"962","article_0_1_0_3_0_220.RDa",1,1,2,NA
"963","article_0_1_0_3_0_220.RDa",1,2,1,NA
"964","article_0_1_0_3_0_220.RDa",1,2,2,NA
"965","article_0_1_0_3_0_220.RDa",2,1,1,NA
"966","article_0_1_0_3_0_220.RDa",2,1,2,NA
"967","article_0_1_0_3_0_220.RDa",2,2,1,NA
"968","article_0_1_0_3_0_220.RDa",2,2,2,NA
"969","article_0_1_0_3_0_221.RDa",1,1,1,NA
"970","article_0_1_0_3_0_221.RDa",1,1,2,NA
"971","article_0_1_0_3_0_221.RDa",1,2,1,NA
"972","article_0_1_0_3_0_221.RDa",1,2,2,NA
"973","article_0_1_0_3_0_221.RDa",2,1,1,NA
"974","article_0_1_0_3_0_221.RDa",2,1,2,NA
"975","article_0_1_0_3_0_221.RDa",2,2,1,NA
"976","article_0_1_0_3_0_221.RDa",2,2,2,NA
"977","article_0_1_0_3_0_222.RDa",1,1,1,NA
"978","article_0_1_0_3_0_222.RDa",1,1,2,NA
"979","article_0_1_0_3_0_222.RDa",1,2,1,NA
"980","article_0_1_0_3_0_222.RDa",1,2,2,NA
"981","article_0_1_0_3_0_222.RDa",2,1,1,NA
"982","article_0_1_0_3_0_222.RDa",2,1,2,NA
"983","article_0_1_0_3_0_222.RDa",2,2,1,NA
"984","article_0_1_0_3_0_222.RDa",2,2,2,NA
"985","article_0_1_0_3_0_223.RDa",1,1,1,NA
"986","article_0_1_0_3_0_223.RDa",1,1,2,NA
"987","article_0_1_0_3_0_223.RDa",1,2,1,NA
"988","article_0_1_0_3_0_223.RDa",1,2,2,NA
"989","article_0_1_0_3_0_223.RDa",2,1,1,NA
"990","article_0_1_0_3_0_223.RDa",2,1,2,NA
"991","article_0_1_0_3_0_223.RDa",2,2,1,NA
"992","article_0_1_0_3_0_223.RDa",2,2,2,NA
"993","article_0_1_0_3_0_224.RDa",1,1,1,NA
"994","article_0_1_0_3_0_224.RDa",1,1,2,NA
"995","article_0_1_0_3_0_224.RDa",1,2,1,NA
"996","article_0_1_0_3_0_224.RDa",1,2,2,NA
"997","article_0_1_0_3_0_224.RDa",2,1,1,NA
"998","article_0_1_0_3_0_224.RDa",2,1,2,NA
"999","article_0_1_0_3_0_224.RDa",2,2,1,NA
"1000","article_0_1_0_3_0_224.RDa",2,2,2,NA
"1001","article_0_1_0_3_0_225.RDa",1,1,1,NA
"1002","article_0_1_0_3_0_225.RDa",1,1,2,NA
"1003","article_0_1_0_3_0_225.RDa",1,2,1,NA
"1004","article_0_1_0_3_0_225.RDa",1,2,2,NA
"1005","article_0_1_0_3_0_225.RDa",2,1,1,NA
"1006","article_0_1_0_3_0_225.RDa",2,1,2,NA
"1007","article_0_1_0_3_0_225.RDa",2,2,1,NA
"1008","article_0_1_0_3_0_225.RDa",2,2,2,NA
"1009","article_0_1_0_3_0_226.RDa",1,1,1,NA
"1010","article_0_1_0_3_0_226.RDa",1,1,2,NA
"1011","article_0_1_0_3_0_226.RDa",1,2,1,NA
"1012","article_0_1_0_3_0_226.RDa",1,2,2,NA
"1013","article_0_1_0_3_0_226.RDa",2,1,1,NA
"1014","article_0_1_0_3_0_226.RDa",2,1,2,NA
